7071.52470526538	534.2656537242	-13550.0851231763	-5081.86301331485	11535.017222894	-8661.73979648206	-2844.4566265938	-235.035837023112	-17254.4282408516	-16686.8770524639	21833.4881797445	40395.4823477422	-19879.436373452	477.742121844785	-83833.7848412934
7076.80323141992	534.481650583737	-13523.8188472208	-5090.71711830301	11513.5862662477	-8648.31461937091	-2832.13847176635	-233.849956625083	-17271.0080512998	-16706.560058848	21839.0071278018	40389.0247681338	-19885.5870019841	475.751454260666	-83831.9249953322
7082.04650640662	534.694704681402	-13497.485436955	-5099.54584436433	11492.0983098377	-8634.84624516423	-2819.81101346319	-232.663785857905	-17287.5309197764	-16726.2397094942	21844.5244677287	40382.5611641362	-19891.737114526	473.758592541271	-83830.0626812174
7087.25436004416	534.904804749181	-13471.0847481023	-5108.34904386636	11470.5532258507	-8621.33456542928	-2807.47431518275	-231.477330798516	-17303.9969309471	-16745.9160018254	21850.0401994912	40376.0915384192	-19897.8867104455	471.763536769315	-83828.197898976
7092.42662092343	535.111939437746	-13444.6166355301	-5117.1265680878	11448.9508857041	-8607.77947105063	-2795.12844011058	-230.290597492247	-17320.4061690398	-16765.5889332664	21855.554323056	40369.6158936535	-19904.0357891108	469.766287028033	-83826.3306486342
7097.56311639487	535.316097313655	-13418.0809532427	-5125.87826720724	11427.2911600409	-8594.18085222371	-2782.77345112198	-229.103591953055	-17336.7587178475	-16785.2585012445	21861.0668383908	40363.1342325106	-19910.1843498898	467.766843400546	-83824.4609302187
7102.6636725558	535.517266859941	-13391.4775543748	-5134.60399029146	11405.573918724	-8580.5385984497	-2770.40941078457	-227.916320164513	-17353.0546607312	-16804.9247031888	21866.577745464	40356.6465576634	-19916.3323921507	465.765205970674	-83822.5887437557
7107.72811462521	535.715436499857	-13364.8062912554	-5143.30358528385	11383.7990308292	-8566.85259852884	-2758.03638136065	-226.728788078821	-17369.2940806217	-16824.5875365311	21872.0870442454	40350.1528717855	-19922.4799152613	463.76137482241	-83820.714089271
7112.75626578362	535.910594520683	-13338.0670151928	-5151.97689899226	11361.9663646395	-8553.12274055547	-2745.65442480987	-225.5410016182	-17385.4770600223	-16844.2469987049	21877.5947347054	40343.6531775517	-19928.6269185895	461.755350039108	-83818.8369667908
7117.74794825704	536.102729145496	-13311.2595766676	-5160.62377707708	11340.0757876397	-8539.34891191113	-2733.26360279152	-224.352966674487	-17401.6036810114	-16863.9030871462	21883.1008168155	40337.1474776377	-19934.7734015033	459.747131705401	-83816.9573763409
7122.70298299049	536.291828511574	-13284.3838252683	-5169.24406403887	11318.1271665088	-8525.53099925935	-2720.86397666713	-223.164689109777	-17417.674025245	-16883.5557992929	21888.6052905479	40330.6357747201	-19940.9193633706	457.736719905515	-83815.0753179472
