DefaultSC.TDBModJulian    DefaultSC.MoonMJ2000Eq.X   DefaultSC.MoonMJ2000Eq.Y   DefaultSC.MoonMJ2000Eq.Z   DefaultSC.MoonMJ2000Eq.VX   DefaultSC.MoonMJ2000Eq.VY   DefaultSC.MoonMJ2000Eq.VZ   
30059.5062637217          229.061580413314           5799.455480578239          -7696.131259112473         0.4672673919109683          -0.01555501595566871        0.02066709090879418         
30059.50637946244         233.734191086136           5799.298342663154          -7695.922478650784         0.4672546998769482          -0.01587256809266767        0.02108900277900182         
30059.50649520318         238.4066735552733          5799.138029195659          -7695.709479029698         0.467241751168971           -0.01619012644767665        0.02151092281195302         
30059.50661094392         243.0790252538391          5798.974540113006          -7695.492260166793         0.4672285457577765          -0.01650769114460122        0.02193285117145698         
30059.50672668466         247.7512436146517          5798.807875351224          -7695.27082197796          0.4672150836135224          -0.01682526230735638        0.02235478802133543         
30059.5068424254          252.4233260702313          5798.638034844946          -7695.045164377516         0.4672013647057831          -0.0171428400598668         0.02277673352542295         
30059.50695816614         257.0952700527851          5798.46501852764           -7694.815287278063         0.4671873890035507          -0.01746042452606694        0.02319868784756711         
30059.50707390688         261.7670729942147          5798.288826331613          -7694.58119059063          0.4671731564752334          -0.01777801582990131        0.02362065115162883         
30059.50718964762         266.4387323260962          5798.109458187828          -7694.34287422456          0.4671586670886564          -0.0180956140953246         0.02404262360148257         
30059.50730538836         271.1102454796837          5797.926914026088          -7694.100338087563         0.4671439208110614          -0.01841321944630192        0.02446460536101654         
30059.5074211291          275.7816098859039          5797.741193774855          -7693.853582085751         0.4671289176091061          -0.01873083200680893        0.02488659659413301         
30059.50753686985         280.4528229753396          5797.552297361486          -7693.602606123546         0.4671136574488648          -0.01904845190083207        0.02530859746474853         
30059.50765261058         285.1238821782372          5797.360224712             -7693.347410103772         0.4670981402958272          -0.01936607925236868        0.02573060813679415         
30059.50776835133         289.7947849244956          5797.164975751191          -7693.087993927591         0.467082366114899           -0.0196837141854273         0.02615262877421572         
30059.50788409207         294.4655286436573          5796.966550402634          -7692.824357494537         0.4670663348704007          -0.02000135682402773        0.02657465954097409         
30059.50799983281         299.1361107649045          5796.764948588621          -7692.556500702456         0.4670500465260693          -0.02031900729220129        0.02699670060104534         
30059.50811557355         303.8065287170557          5796.560170230223          -7692.284423447651         0.4670335010450558          -0.02063666571399101        0.02741875211842112         
30059.50823131429         308.4767799285582          5796.352215247403          -7692.008125624707         0.4670166983899265          -0.02095433221345177        0.02784081425710876         
30059.50834705503         313.1468618274812          5796.141083558672          -7691.727607126551         0.4669996385226624          -0.0212720069146505         0.02826288718113161         
30059.50846279577         317.8167718415098          5795.926775081374          -7691.442867844569         0.4669823214046585          -0.0215896899416664         0.02868497105452926         
30059.50857853651         322.4865073979418          5795.709289731632          -7691.153907668428         0.4669647469967247          -0.02190738141859109        0.02910706604135782         
30059.50869427725         327.1560659236784          5795.488627424405          -7690.860726486164         0.4669469152590843          -0.02222508146952882        0.02952917230569005         
30059.50881001799         331.8254448452226          5795.264788073255          -7690.563324184186         0.4669288261513745          -0.02254279021859661        0.02995129001161575         
30059.50892575874         336.4946415886698          5795.037771590636          -7690.261700647243         0.4669104796326461          -0.0228605077899245         0.03037341932324191         
30059.50904149947         341.1636535797006          5794.807577887666          -7689.955855758482         0.466891875661363           -0.02317823430765568        0.03079556040469299         
30059.50915724022         345.8324782435811          5794.57420687424           -7689.645789399365         0.4668730141954024          -0.02349596989594671        0.03121771342011118         
30059.50927298095         350.5011130051516          5794.337658459088          -7689.331501449749         0.466853895192054           -0.0238137146789677         0.03163987853365659         
30059.5093887217          355.1695552888195          5794.097932549601          -7689.012991787808         0.4668345186080203          -0.02413146878090249        0.03206205590950752         
30059.50950446244         359.837802518563           5793.855029051949          -7688.690260290139         0.4668148843994159          -0.02444923232594881        0.03248424571186081         
30059.50962020318         364.5058521179126          5793.608947871195          -7688.363306831627         0.4667949925217676          -0.02476700543831852        0.03290644810493185         
30059.50973594392         369.1737015099516          5793.359688910889          -7688.032131285523         0.4667748429300137          -0.02508478824223774        0.03332866325295505         
30059.50985168466         373.8413481173138          5793.107252073591          -7687.69673352348          0.4667544355785045          -0.0254025808619471         0.03375089132018398         
30059.5099674254          378.5087893621676          5792.851637260523          -7687.357113415492         0.4667337704210012          -0.02572038342170185        0.03417313247089166         
30059.51008316614         383.1760226662245          5792.592844371626          -7687.013270829921         0.466712847410676           -0.0260381960457721         0.03459538686937073         
30059.51019890688         387.8430454507143          5792.330873305677          -7686.665205633413         0.4666916665001122          -0.026356018858443          0.03501765467993377         
30059.51031464762         392.509855136399           5792.065723960113          -7686.312917691044         0.4666702276413028          -0.02667385198401486        0.03543993606691355         
30059.51043038836         397.1764491435515          5791.79739623121           -7685.956406866258         0.4666485307856517          -0.02699169554680347        0.03586223119466315         
30059.5105461291          401.842824891959           5791.52589001396           -7685.595673020813         0.4666265758839724          -0.02730954967114014        0.03628454022755642         
30059.51066186984         406.5089798009121          5791.251205202134          -7685.230716014834         0.4666043628864879          -0.027627414481372          0.03670686332998802         
30059.51077761059         411.1749112892012          5790.973341688281          -7684.861535706761         0.4665818917428307          -0.02794529010186208        0.03712920066637377         
30059.51089335133         415.8406167751109          5790.692299363669          -7684.488131953491         0.4665591624020423          -0.02826317665698959        0.03755155240115086         
30059.51100909207         420.506093676413           5790.408078118286          -7684.110504610202         0.466536174812573           -0.02858107427115006        0.03797391869877813         
30059.51112483281         425.171339410359           5790.120677840954          -7683.728653530416         0.4665129289222812          -0.02889898306875553        0.03839629972373631         
30059.51124057355         429.8363513936802          5789.830098419217          -7683.34257856608          0.4664894246784338          -0.02921690317423473        0.03881869564052817         
30059.51135631429         434.501127042573           5789.536339739338          -7682.952279567427         0.4664656620277053          -0.02953483471203328        0.03924110661367893         
30059.51147205503         439.1656637726992          5789.239401686471          -7682.557756383088         0.4664416409161779          -0.02985277780661388        0.03966353280773637         
30059.51158779577         443.8299589991784          5788.939284144319          -7682.159008860006         0.4664173612893411          -0.03017073258245645        0.04008597438727117         
30059.51170353651         448.4940101365828          5788.635986995476          -7681.756036843493         0.4663928230920907          -0.03048869916405837        0.04050843151687701         
30059.51181927725         453.1578145989333          5788.329510121257          -7681.348840177263         0.4663680262687298          -0.03080667767593465        0.04093090436117101         
30059.51193501799         457.8213697996835          5788.019853401755          -7680.937418703339         0.466342970762967           -0.0311246682426181         0.0413533930847938          
30059.51205075873         462.4846731517282          5787.70701671578           -7680.521772262087         0.4663176565179178          -0.03144267098865951        0.04177589785240991         
30059.51216649947         467.147722067386           5787.390999940981          -7680.101900692272         0.4662920834761022          -0.0317606860386279         0.0421984188287079          
30059.51228224022         471.8105139584004          5787.071802953607          -7679.677803830942         0.4662662515794462          -0.03207871351711059        0.04262095617840063         
30059.51239798095         476.4730462359294          5786.749425628805          -7679.249481513572         0.4662401607692808          -0.03239675354871349        0.04304351006622559         
30059.5125137217          481.1353163105432          5786.423867840378          -7678.816933573951         0.4662138109863408          -0.03271480625806124        0.04346608065694501         
30059.51262946244         485.7973215922157          5786.095129460969          -7678.380159844208         0.4661872021707663          -0.03303287176979738        0.04388866811534625         
30059.51274520318         490.4590594903148          5785.763210361882          -7677.93916015487          0.4661603342621004          -0.03335095020858458        0.04431127260624188         
30059.51286094392         495.12052741361            5785.428110413253          -7677.493934334751         0.4661332071992899          -0.03366904169910481        0.04473389429447007         
30059.51297668466         499.781722770249           5785.089829484001          -7677.044482211088         0.4661058209206853          -0.03398714636605949        0.04515653334489476         
30059.5130924254          504.4426429677642          5784.748367441585          -7676.590803609433         0.4660781753640395          -0.03430526433416969        0.04557918992240594         
30059.51320816614         509.1032854130608          5784.403724152537          -7676.132898353681         0.4660502704665078          -0.03462339572817639        0.04600186419191982         
30059.51332390688         513.7636475124127          5784.055899481871          -7675.670766266063         0.466022106164648           -0.03494154067284051        0.0464245563183792          
30059.51343964762         518.423726671459           5783.704893293499          -7675.204407167243         0.4659936823944193          -0.03525969929294326        0.04684726646675359         
30059.51355538836         523.0835202951912          5783.350705449993          -7674.733820876107         0.4659649990911824          -0.03557787171328624        0.04726999480203955         
30059.51367112911         527.743025787955           5782.993335812818          -7674.259007210028         0.4659360561896989          -0.03589605805869162        0.04769274148926085         
30059.51378686984         532.4022405534379          5782.632784241985          -7673.779965984606         0.465906853624131           -0.03621425845400231        0.04811550669346878         
30059.51390261059         537.0611619946685          5782.269050596457          -7673.296697013866         0.4658773913280414          -0.03653247302408225        0.04853829057974241         
30059.51401835132         541.7197875140082          5781.902134733857          -7672.809200110176         0.4658476692343925          -0.03685070189381649        0.04896109331318872         
30059.51413409207         546.3781145131397          5781.532036510529          -7672.317475084245         0.4658176872755457          -0.03716894518811137        0.04938391505894296         
30059.51424983281         551.0361403930729          5781.158755781595          -7671.821521745092         0.4657874453832621          -0.0374872030318948         0.04980675598216886         
30059.51436557355         555.6938625541297          5780.782292400952          -7671.321339900111         0.4657569434887013          -0.03780547555011636        0.05022961624805886         
30059.51448131429         560.3512783959413          5780.402646221279          -7670.816929355089         0.4657261815224208          -0.03812376286774749        0.05065249602183437         
30059.51459705503         565.0083853174401          5780.019817093853          -7670.308289914101         0.4656951594143767          -0.03844206510978175        0.05107539546874598         
30059.51471279577         569.6651807168546          5779.633804868907          -7669.795421379589         0.4656638770939217          -0.0387603824012349         0.05149831475407377         
30059.51482853651         574.3216619917057          5779.244609395275          -7669.278323552338         0.4656323344898059          -0.03907871486714519        0.05192125404312748         
30059.51494427725         578.9778265387995          5778.85223052057           -7668.756996231503         0.4656005315301762          -0.03939706263257343        0.05234421350124684         
30059.51506001799         583.6336717542163          5778.456668091181          -7668.231439214549         0.4655684681425758          -0.03971542582260329        0.05276719329380168         
30059.51517575873         588.2891950333142          5778.057921952277          -7667.701652297284         0.4655361442539431          -0.04003380456234137        0.05319019358619233         
30059.51529149947         592.9443937707128          5777.655991947686          -7667.167635273945         0.4655035597906123          -0.0403521989769175         0.05361321454384978         
30059.51540724021         597.5992653602971          5777.250877920073          -7666.629387936991         0.4654707146783126          -0.04067060919148487        0.0540362563322359          
30059.51552298096         602.2538071952004          5776.842579710763          -7666.086910077312         0.4654376088421672          -0.04098903533122019        0.05445931911684375         
30059.5156387217          606.9080166678086          5776.431097159919          -7665.540201484109         0.4654042422066942          -0.04130747752132389        0.05488240306319778         
30059.51575446244         611.5618911697493          5776.016430106421          -7664.989261944953         0.4653706146958043          -0.04162593588702038        0.05530550833685408         
30059.51587020318         616.215428091884           5775.598578387871          -7664.434091245726         0.4653367262328024          -0.04194441055355809        0.05572863510340064         
30059.51598594392         620.8686248243066          5775.177541840589          -7663.874689170683         0.4653025767403853          -0.04226290164620976        0.05615178352845763         
30059.51610168466         625.5214787563345          5774.753320299787          -7663.311055502418         0.4652681661406428          -0.04258140929027265        0.0565749537776775          
30059.5162174254          630.1739872765011          5774.325913599227          -7662.743190021836         0.4652334943550558          -0.0428999336110686         0.05699814601674538         
30059.51633316614         634.8261477725537          5773.895321571559          -7662.171092508215         0.4651985613044971          -0.04321847473394433        0.0574213604113793          
30059.51644890688         639.4779576314413          5773.461544048099          -7661.594762739202         0.4651633669092303          -0.04353703278427156        0.0578445971273303          
30059.51656464762         644.1294142393199          5773.024580858997          -7661.014200490725         0.4651279110889093          -0.04385560788744725        0.05826785633038287         
30059.51668038836         648.780514981534           5772.584431833122          -7660.429405537085         0.465092193762578           -0.04417420016889373        0.05869113818635507         
30059.5167961291          653.4312572426134          5772.141096797946          -7659.840377650922         0.4650562148486702          -0.04449280975405893        0.05911444286109878         
30059.51691186984         658.0816384062746          5771.694575579895          -7659.247116603248         0.465019974265008           -0.04481143676841647        0.05953777052049997         
30059.51702761059         662.7316558554048          5771.244868004054          -7658.649622163328         0.4649834719288026          -0.04513008133746602        0.05996112133047896         
30059.51714335133         667.3813069720636          5770.791973894229          -7658.047894098912         0.4649467077566533          -0.04544874358673327        0.06038449545699058         
30059.51725909207         672.0305891374719          5770.335893073003          -7657.44193217592          0.4649096816645464          -0.04576742364177033        0.06080789306602456         
30059.51737483281         676.6794997320067          5769.87662536162           -7656.831736158754         0.4648723935678561          -0.04608612162815573        0.06123131432360562         
30059.51749057355         681.3280361351954          5769.414170580218          -7656.217305810074         0.4648348433813424          -0.04640483767149471        0.06165475939579381         
30059.51760631429         685.9761957257142          5768.948528547597          -7655.598640890908         0.464797031019152           -0.04672357189741941        0.06207822844868471         
30059.51772205503         690.6239758813717          5768.479699081276          -7654.975741160626         0.4647589563948169          -0.04704232443158896        0.06250172164840972         
30059.51783779577         695.2713739791143          5768.007681997493          -7654.348606376909         0.464720619421254           -0.04736109539968977        0.06292523916113621         
30059.51795353651         699.9183873950078          5767.532477111381          -7653.717236295808         0.4646820200107653          -0.04767988492743568        0.06334878115306794         
30059.51806927725         704.5650135042451          5767.054084236675          -7653.081630671688         0.4646431580750364          -0.04799869314056807        0.06377234779044499         
30059.51818501799         709.2112496811278          5766.572503185889          -7652.441789257282         0.4646040335251369          -0.04831752016485617        0.06419593923954436         
30059.51830075873         713.8570932990679          5766.087733770255          -7651.797711803636         0.4645646462715188          -0.04863636612609719        0.06461955566668007         
30059.51841649948         718.5025417305806          5765.599775799783          -7651.149398060137         0.4645249962240172          -0.04895523115011644        0.0650431972382033          
30059.51853224021         723.1475923472681          5765.108629083319          -7650.496847774513         0.4644850832918488          -0.04927411536276761        0.06546686412050275         
30059.51864798096         727.7922425198303          5764.614293428196          -7649.840060692804         0.4644449073836119          -0.04959301888993291        0.06589055648000486         
30059.51876372169         732.436489618045           5764.116768640699          -7649.179036559421         0.4644044684072857          -0.04991194185752326        0.06631427448317402         
30059.51887946243         737.0803310107731          5763.616054525832          -7648.513775117113         0.4643637662702297          -0.05023088439147847        0.06673801829651287         
30059.51899520318         741.7237640659368          5763.112150887202          -7647.844276106887         0.4643228008791832          -0.05054984661776745        0.06716178808656248         
30059.51911094391         746.366786150531           5762.605057527369          -7647.170539268234         0.4642815721402649          -0.05086882866238831        0.06758558401990264         
30059.51922668466         751.0093946306006          5762.094774247496          -7646.492564338812         0.4642400799589722          -0.05118783065136868        0.06800940626315211         
30059.5193424254          755.6515868712522          5761.581300847465          -7645.810351054708         0.4641983242401806          -0.05150685271076576        0.06843325498296879         
30059.51945816614         760.2933602366284          5761.064637125935          -7645.12389915032          0.4641563048881431          -0.05182589496666662        0.06885713034605004         
30059.51957390688         764.9347120899147          5760.544782880403          -7644.433208358416         0.4641140218064901          -0.05214495754518825        0.06928103251913295         
30059.51968964762         769.5756397933364          5760.021737906907          -7643.738278410019         0.4640714748982283          -0.05246404057247789        0.06970496166899444         
30059.51980538836         774.216140708133           5759.495502000325          -7643.039109034551         0.4640286640657402          -0.05278314417471314        0.0701289179624516          
30059.5199211291          778.8562121945761          5758.966074954369          -7642.335699959745         0.4639855892107838          -0.0531022684781021         0.07055290156636199         
30059.52003686984         783.4958516119441          5758.433456561354          -7641.628050911648         0.4639422502344918          -0.05342141360888364        0.07097691264762374         
30059.52015261058         788.1350563185297          5757.897646612371          -7640.916161614645         0.4638986470373709          -0.05374057969332754        0.07140095137317592         
30059.52026835132         792.7738236716214          5757.358644897235          -7640.200031791464         0.4638547795193021          -0.05405976685773466        0.07182501790999872         
30059.52038409206         797.4121510275108          5756.816451204533          -7639.479661163175         0.4638106475795384          -0.05437897522843715        0.07224911242511364         
30059.5204998328          802.0500357414712          5756.271065321576          -7638.755049449159         0.4637662511167059          -0.05469820493179868        0.0726732350855839          
30059.52061557354         806.6874751677606          5755.722487034334          -7638.026196367107         0.4637215900288023          -0.05501745609421448        0.07309738605851449         
30059.52073131429         811.3244666596183          5755.17071612773           -7637.293101633055         0.4636766642131965          -0.05533672884211168        0.07352156551105254         
30059.52084705503         815.9610075692544          5754.615752385173          -7636.555764961377         0.4636314735666281          -0.05565602330194939        0.07394577361038752         
30059.52096279577         820.5970952478383          5754.057595588907          -7635.814186064788         0.4635860179852072          -0.05597533960021896        0.07437001052375149         
30059.52107853651         825.2327270454953          5753.496245519898          -7635.068364654318         0.4635402973644119          -0.05629467786344408        0.07479427641841932         
30059.52119427725         829.8679003113102          5752.931701958005          -7634.318300439278         0.4634943115990907          -0.05661403821818101        0.07521857146170892         
30059.52131001799         834.5026123933094          5752.363964681514          -7633.563993127347         0.4634480605834592          -0.0569334207910188         0.07564289582098158         
30059.52142575873         839.1368606384567          5751.793033467664          -7632.805442424578         0.4634015442111009          -0.05725282570857942        0.07606724966364206         
30059.52154149947         843.7706423926502          5751.218908092414          -7632.042648035247         0.4633547623749662          -0.05757225309751793        0.07649163315713903         
30059.52165724021         848.4039550007183          5750.641588330385          -7631.275609662029         0.4633077149673718          -0.05789170308452271        0.07691604646896502         
30059.52177298095         853.0367958064016          5750.061073954974          -7630.50432700591          0.4632604018799998          -0.0582111757963156         0.07734048976665694         
30059.52188872169         857.6691621523569          5749.477364738297          -7629.728799766192         0.4632128230038979          -0.05853067135965217        0.0777649632177963          
30059.52200446243         862.3010513801491          5748.890460451192          -7628.949027640483         0.4631649782294773          -0.05885018990132176        0.07818946699000917         
30059.52212020318         866.9324608302486          5748.300360863272          -7628.165010324767         0.4631168674465138          -0.05916973154814779        0.07861400125096679         
30059.52223594391         871.5633878420158          5747.707065742812          -7627.376747513277         0.4630684905441458          -0.05948929642698787        0.07903856616838559         
30059.52235168466         876.1938297536981          5747.110574856866          -7626.584238898649         0.4630198474108739          -0.05980888466473402        0.07946316191002742         
30059.5224674254          880.8237839024223          5746.510887971206          -7625.787484171771         0.4629709379345609          -0.06012849638831288        0.07988778864369997         
30059.52258316614         885.453247624202           5745.908004850382          -7624.986483021901         0.4629217620024303          -0.06044813172468579        0.08031244653725683         
30059.52269890688         890.0822182539086          5745.301925257605          -7624.18123513661          0.4628723195010663          -0.06076779080084903        0.08073713575859781         
30059.52281464762         894.7106931252783          5744.692648954806          -7623.37174020175          0.4628226103164129          -0.06108747374383409        0.08116185647566913         
30059.52293038836         899.3386695709087          5744.080175702751          -7622.557997901546         0.4627726343337729          -0.0614071806807077         0.08158660885646377         
30059.5230461291          903.966144922244           5743.46450526081           -7621.740007918503         0.4627223914378077          -0.06172691173857212        0.08201139306902157         
30059.52316186984         908.5931165095681          5742.84563738713           -7620.917769933498         0.4626718815125361          -0.06204666704456526        0.08243620928142961         
30059.52327761058         913.2195816620078          5742.223571838636          -7620.091283625661         0.4626211044413346          -0.06236644672586093        0.08286105766182235         
30059.52339335132         917.8455377075188          5741.598308370914          -7619.260548672464         0.4625700601069351          -0.06268625090966894        0.08328593837838187         
30059.52350909206         922.4709819728778          5740.969846738328          -7618.425564749748         0.462518748391426           -0.06300607972323535        0.08371085159933822         
30059.5236248328          927.0959117836792          5740.33818669396           -7617.58633153158          0.4624671691762502          -0.06332593329384265        0.08413579749296948         
30059.52374057355         931.7203244643388          5739.703327989497          -7616.742848690395         0.4624153223422047          -0.06364581174880982        0.08456077622760225         
30059.52385631428         936.3442173380608          5739.065270375577          -7615.895115897001         0.4623632077694405          -0.0639657152154927         0.08498578797161163         
30059.52397205503         940.9675877268637          5738.424013601441          -7615.04313282037          0.4623108253374612          -0.0642856438212841         0.08541083289342158         
30059.52408779577         945.5904329515433          5737.779557414935          -7614.186899127963         0.4622581749251221          -0.06460559769361392        0.08583591116150521         
30059.52420353651         950.2127503316915          5737.131901562912          -7613.326414485433         0.4622052564106304          -0.06492557695994937        0.08626102294438494         
30059.52431927725         954.834537185674           5736.481045790657          -7612.461678556807         0.462152069671544           -0.06524558174779523        0.08668616841063276         
30059.52443501799         959.4557908306306          5735.826989842462          -7611.592691004393         0.4620986145847704          -0.06556561218469388        0.08711134772887055         
30059.52455075873         964.0765085824642          5735.169733461051          -7610.719451488811         0.4620448910265665          -0.0658856683982256         0.08753656106777015         
30059.52466649947         968.6966877558443          5734.509276388155          -7609.841959669051         0.4619908988725374          -0.06620575051600872        0.08796180859605369         
30059.52478224021         973.3163256641783          5733.845618363994          -7608.960215202387         0.4619366379976363          -0.06652585866569978        0.088387090482494           
30059.52489798095         977.93541961964            5733.178759127622          -7608.074217744317         0.4618821082761632          -0.06684599297499377        0.08881240689591444         
30059.52501372169         982.5539669331265          5732.508698416816          -7607.183966948796         0.4618273095817642          -0.06716615357162425        0.08923775800518959         
30059.52512946243         987.171964914276           5731.835435968125          -7606.289462468005         0.4617722417874315          -0.06748634058336353        0.08966314397924521         
30059.52524520317         991.7894108714499          5731.158971516707          -7605.390703952435         0.461716904765501           -0.06780655413802289        0.0900885649870586          
30059.52536094391         996.4063021117327          5730.479304796492          -7604.487691050919         0.4616612983876534          -0.06812679436345276        0.09051402119765872         
30059.52547668466         1001.022635940921          5729.796435540076          -7603.580423410574         0.4616054225249121          -0.0684470613875429         0.09093951278012657         
30059.5255924254          1005.638409663516          5729.110363478947          -7602.668900676857         0.4615492770476434          -0.06876735533822254        0.09136503990359536         
30059.52570816614         1010.253620582724          5728.421088343137          -7601.753122493479         0.4614928618255549          -0.06908767634346062        0.09179060273725065         
30059.52582390688         1014.868266000442          5727.728609861515          -7600.833088502521         0.4614361767276953          -0.0694080245312659         0.0922162014503309          
