GPS_A1.EarthMJ2000Eq.X    GPS_A1.EarthMJ2000Eq.Y    GPS_A1.EarthMJ2000Eq.Z    GPS_A2.EarthMJ2000Eq.X    GPS_A2.EarthMJ2000Eq.Y    GPS_A2.EarthMJ2000Eq.Z    GPS_A3.EarthMJ2000Eq.X    GPS_A3.EarthMJ2000Eq.Y    GPS_A3.EarthMJ2000Eq.Z    GPS_A4.EarthMJ2000Eq.X    GPS_A4.EarthMJ2000Eq.Y    GPS_A4.EarthMJ2000Eq.Z    GPS_B1.EarthMJ2000Eq.X    GPS_B1.EarthMJ2000Eq.Y    GPS_B1.EarthMJ2000Eq.Z    GPS_B2.EarthMJ2000Eq.X    GPS_B2.EarthMJ2000Eq.Y    GPS_B2.EarthMJ2000Eq.Z    GPS_B3.EarthMJ2000Eq.X    GPS_B3.EarthMJ2000Eq.Y    GPS_B3.EarthMJ2000Eq.Z    GPS_B4.EarthMJ2000Eq.X    GPS_B4.EarthMJ2000Eq.Y    GPS_B4.EarthMJ2000Eq.Z    GPS_C1.EarthMJ2000Eq.X    GPS_C1.EarthMJ2000Eq.Y    GPS_C1.EarthMJ2000Eq.Z    GPS_C2.EarthMJ2000Eq.X    GPS_C2.EarthMJ2000Eq.Y    GPS_C2.EarthMJ2000Eq.Z    GPS_C3.EarthMJ2000Eq.X    GPS_C3.EarthMJ2000Eq.Y    GPS_C3.EarthMJ2000Eq.Z    GPS_C4.EarthMJ2000Eq.X    GPS_C4.EarthMJ2000Eq.Y    GPS_C4.EarthMJ2000Eq.Z    GPS_D1.EarthMJ2000Eq.X    GPS_D1.EarthMJ2000Eq.Y    GPS_D1.EarthMJ2000Eq.Z    GPS_D2.EarthMJ2000Eq.X    GPS_D2.EarthMJ2000Eq.Y    GPS_D2.EarthMJ2000Eq.Z    GPS_D3.EarthMJ2000Eq.X    GPS_D3.EarthMJ2000Eq.Y    GPS_D3.EarthMJ2000Eq.Z    GPS_D4.EarthMJ2000Eq.X    GPS_D4.EarthMJ2000Eq.Y    GPS_D4.EarthMJ2000Eq.Z    GPS_E1.EarthMJ2000Eq.X    GPS_E1.EarthMJ2000Eq.Y    GPS_E1.EarthMJ2000Eq.Z    GPS_E2.EarthMJ2000Eq.X    GPS_E2.EarthMJ2000Eq.Y    GPS_E2.EarthMJ2000Eq.Z    GPS_E3.EarthMJ2000Eq.X    GPS_E3.EarthMJ2000Eq.Y    GPS_E3.EarthMJ2000Eq.Z    GPS_E4.EarthMJ2000Eq.X    GPS_E4.EarthMJ2000Eq.Y    GPS_E4.EarthMJ2000Eq.Z    GPS_F1.EarthMJ2000Eq.X    GPS_F1.EarthMJ2000Eq.Y    GPS_F1.EarthMJ2000Eq.Z    GPS_F2.EarthMJ2000Eq.X    GPS_F2.EarthMJ2000Eq.Y    GPS_F2.EarthMJ2000Eq.Z    GPS_F3.EarthMJ2000Eq.X    GPS_F3.EarthMJ2000Eq.Y    GPS_F3.EarthMJ2000Eq.Z    GPS_F4.EarthMJ2000Eq.X    GPS_F4.EarthMJ2000Eq.Y    GPS_F4.EarthMJ2000Eq.Z    
15629.17757886751         -16804.57167957066        13374.14809680187         -10248.06334610738        -13827.84839344161        -20228.34199198891        2262.313251877211         22732.64427745012         13541.64693039875         -6386.087417210489        25582.53778528176         3166.928906292892         -23901.47200047527        -3226.621170488207        -11127.72071763245        11783.07046799044         -15322.9340428152         -18212.57085748621        7527.1161703389           13797.65754839404         21413.13723060839         22175.15886172343         -11131.35265442508        -9467.002616956877        1802.885312759347         -18315.03668182246        -19153.53303388421        -20822.93940592833        -9449.47332355553         13506.60935806952         -16643.09276919504        2783.468032268359         20510.75020638172         14876.59902466319         21579.62392131985         4288.520588876662         15108.50383179453         2723.592695706211         -21676.90258877599        -15326.45486086565        17688.80216031919         12557.51561610117         4546.693297678537         -25550.09777929744        5638.112071213245         8910.017152835913         15855.68888220424         -19355.34846198182        -20208.53676291661        12471.46437826289         -11888.59650784758        -10692.14684277665        -12692.75884169258        20740.07643326015         25869.55410513674         -855.1161692576363        -5952.60337546676         3215.264576088075         -15733.26428693565        21156.10795508845         -15543.46626047748        -21281.99198725092        3291.494936829987         17790.81198528398         -618.9286285642961        19710.23816543152         628.80436788648           19683.29945714297         -17824.85900989333        -9951.895907655735        11681.6690862212          -21680.11983555727        
16174.07159089419         -14725.37376551308        15069.63049190922         -8826.283998355437        -15973.85184539366        -19296.46985391629        538.8825962479567         23826.37397036767         11716.71613412494         -7949.257154816397        25322.17185785528         934.0468761982622         -22663.43655933169        -4802.139713766954        -12993.14073537967        14132.26783620603         -14842.98614860573        -16890.81738689324        4901.39447308489          14518.10084929674         21696.92106329207         23498.11480669852         -9917.125356116107        -7400.017834517486        3937.362830062695         -16895.49266637599        -20114.35658743701        -20904.01135344932        -11486.57783757826        11679.04679266129         -17857.40155147597        483.8615943919297         19654.96647633879         13285.19504575605         22071.01636221536         6461.548400180389         14277.3290254849          5330.637323311072         -21755.94151177165        -15947.41048788559        15687.79530165566         14319.76628767282         6185.028504241733         -25595.75849087681        3444.752962051559         7399.40697572945          17842.25770693295         -18229.85488721036        -21821.45512964806        11405.77182971307         -9949.58574351805         -8170.591123780164        -13594.90923828545        21307.27677545356         25290.0193036273          774.1012659885234         -8075.290222056989        5877.292350888789         -15805.10710730976        20521.06454453612         -14021.38142663037        -21877.69506568369        5488.030394386259         18826.81687783888         1686.26868141812          18657.49776846068         -1525.630747238768        18484.37426960931         -19014.51802062607        -11791.73420656766        9655.901851635283         -21754.34316463534        
16547.15483701413         -12489.78581765107        16604.9871231504          -7310.752778385445        -17950.12840496411        -18159.57056401274        -1190.25646765539         24666.84608355567         9767.250417035557         -9427.912135913155        24792.64652283308         -1308.736990896807        -21184.6610806801         -6326.624861719644        -14720.48449649979        16331.26503233264         -14205.32117705447        -15389.56058431214        2223.650587061074         15084.35471935646         21750.23727562453         24571.28637790678         -8597.503081240291        -5254.387224101278        6029.999002850726         -15296.52736843362        -20861.50159561237        -20762.9213591031         -13401.58034066568        9727.362189171048         -18881.99305760154        -1820.854805146425        18590.35488332963         11552.62731480208         22327.8547712045          8565.870270615032         13294.54750052502         7881.039986066872         -21603.89952271233        -16398.94282084881        13520.15581314279         15929.8416102536          7757.600107156313         -25369.34287238647        1214.795451799176         5810.20414519525          19639.24754676121         -16910.66560945326        -23202.40935037226        10218.85942384821         -7904.821259755078        -5562.298152396196        -14352.67589182493        21648.15324390862         24441.74829210431         2395.070575197135         -10112.12358252405        8476.856374653538         -15709.05912891126        19668.00106322865         -12350.29945708154        -22240.88150050838        7626.202363565706         19662.78371906755         3973.521576815687         17406.50606921113         -3663.836914845867        17089.14451413288         -20002.17321230841        -13506.31649351389        7527.609537788495         -21597.47946268697        
16744.47485114064         -10121.57395098686        17963.91166317469         -5717.57856332651         -19735.67826212272        -16829.73396487223        -2906.717816015493        25245.12852311305         7713.984826258902         -10806.33220638045        23999.60322956554         -3537.568873687062        -19480.87561959804        -7783.879724168912        -16291.4013548154         18356.68885637492         -13416.72129778729        -13724.76651635385        -477.6649622188226        15490.41033803581         21572.52967989166         25383.26966293635         -7186.521141152763        -3052.933031576764        8058.563275535563         -13535.13998975149        -21387.04163651671        -20401.17449623549        -15174.12381551928        7672.312348845883         -19705.98472070302        -4106.188085575679        17328.23838927246         9697.321409154723         22347.42034440818         10579.114477803           12170.60717303728         10347.70991030673         -21222.40369000705        -16676.26501545381        11208.93121390829         17370.6382161135          9247.687410692077         -24873.26633307578        -1028.041778212896        4159.300429850446         21227.56412062279         -15411.8078703849         -24336.7201994141         8923.350849417538         -5776.052367358891        -2894.981621717568        -14958.01684952926        21759.09618055237         23333.77422970194         3990.56094642438          -12041.45213830636        10986.33379839166         -15446.14607342671        18605.99063837842         -10547.99409242301        -22367.70173106682        9683.277229221163         20289.83229415933         6218.520109788466         15970.56706244215         -5763.097481877158        15512.44662185229         -20777.3421461119         -15077.4320235904         5319.408843917953         -21211.20645571439        
16763.94806906525         -7645.873960742971        19131.99285584511         -4063.670540787092        -21311.55336347961        -15321.07857880921        -4592.275922365046        25555.08474054416         5578.726974828973         -12069.88433138475        22951.47282058857         -5728.777978194373        -17570.17194488171        -9158.444490422198        -17689.22687503162        20187.04050600964         -12485.56009637988        -11914.11366372961        -3173.893431258826        15731.96457665404         21165.69054872552         25925.44992268862         -5699.164407470656        -819.0372685760231        10001.5370782804          -11630.02510715198        -21685.41035829705        -19822.61518365247        -16785.39198301158        5535.721546054838         -20320.63605409054        -6347.885902006592        15882.01767375676         7738.978034831717         22129.51587783902         12479.90889120982         10917.43568104042         12704.48300580315         -20615.50940583426        -16776.44443936103        8778.656405435953         18626.87365042389         10639.46947187169         -24112.80379405029        -3259.937349343081        2464.217834991028         22590.35258615733         -13749.19427903041        -25212.34751313228        7533.004558228528         -3585.889294531739        -196.93939846562          -15404.51649912339        21638.93710613228         21977.87198895566         5543.637690703805         -13842.79772245673        13379.09603215344         -15019.16070060605        17346.30837285132         -8633.605307349799        -22256.8201919578         11637.41578032816         20701.31023480111         8397.437013122111         14364.92717954948         -7801.142487758628        13771.01742961089         -21331.80983542272        -16488.41652880609        3054.729899150748         -20599.6301645823         
16605.37115900001         -5088.949113487672        20096.84158491066         -2366.575975163033        -22661.02725241214        -13649.61059826415        -6229.037071429142        25593.42017968228         3384.146962736284         -13205.15602383877        21659.38410162299         -7859.099140911756        -15472.8231015118         -10435.73851877993        -18899.13211908628        21802.89038977576         -11421.71724859878        -9976.819446313149        -5836.437630255415        15806.45322366883         20534.03259472338         26192.07119817837         -4151.221981062565        1423.581258883079         11838.312721721           -9601.389879840783        -21753.44354121784        -19033.38134577374        -18218.28030222422        3340.271416834119         -20719.42199927646        -8522.163622314647        14267.0365950808          5698.381912547537         21676.45672825213         14248.07805262619         9548.322273367929         14926.36337382637         -19789.6521106693         -16698.42205693931        6255.116422830913         19685.22205311069         11918.17062625079         -23096.02795035131        -5457.192452764978        742.9412696872511         23713.14696541038         -11940.4654919177         -25819.9928954568         6062.579321186175         -1357.586328248011        2503.214392509799         -15687.43881495655        21288.94928646673         20388.4352563642          7037.820433253047         -15497.04309413185        15629.75486694423         -14432.62934169305        15902.31638605508         -6627.453020086856        -21909.41701437418        13467.87520000476         20892.84650749529         10487.14984812432         12606.62392936735         -9756.35576511587         11883.3288094733          -21659.69601569522        -17724.30211534014        757.5929697633876         -19769.23617451953        
16270.42513588731         -2477.942843672371        20848.21052899225         -644.314799706774         -23769.75700818252        -11833.07493356668        -7799.609954673576        25359.7176494826          1153.563022849615         -14200.0843832375         20137.06137677353         -9905.894585646633        -13211.09396404648        -11602.19946683485        -19908.26628728909        23187.06563858796         -10236.48692800321        -7933.459977661747        -8437.032510124283        15713.07769094607         19684.25157858576         26180.29482121857         -2559.138124583413        3651.092092029078         13549.38948875233         -7470.764835922657        -21590.41209808522        -18041.849336343          -19457.56090120904        1109.286616974887         -20898.09799069057        -10605.93042546543        12500.43956132139         3597.205774110575         20993.0518638042          15864.8361923239          8077.794048596583         16989.76128818176         -18753.58974360479        -16443.02461303179        3665.103617907948         20534.44266631384         13070.20239349954         -21833.73617213318        -7596.456461774235        -986.2513040882556        24584.01091954473         -10004.82549218864        -26153.19194893213        4527.695282207363         885.1784608793751         5176.819473806155         -15803.77439534976        20712.83898238999         18582.34298079884         8457.240014053799         -16986.61495403194        17714.40484134149         -13692.77159702272        14289.34030433523         -4550.84554826646         -21329.17982109502        15155.20738714724         20862.39624632462         12465.46134348118         10714.32692443057         -11607.9802273812         9869.415099291733         -21757.51368661502        -18771.96124983484        -1547.617960366945        -18728.83159873039        
15762.66729874323         159.3945197657239         21378.10932415639         1084.802595118404         -24625.94249552988        -9890.782299572355        -9287.286804944812        24856.45606520569         -1089.294751447635        -15044.0864746818         18400.69611637558         -11847.38941810621        -10809.02312250286        -12645.42696284192        -20705.89778793817        24324.83776220253         -8942.469140178981        -5805.765848347012        -10948.03581321026        15452.82217703791         18625.36998692087         25890.24291755607         -939.8466211698116        5839.797336630913         15116.57843551921         -5260.790393606184        -21198.04161634543        -16858.5592070301         -20490.04829732212        -1133.501399363902        -20854.75507460934        -12577.02934343279        10601.00509111921         1457.792482331152         20086.56662432538         17312.98656691776         6521.473786254644         18872.74142813675         -17518.32502840818        -16012.96525711619        1036.148408502604         21165.50489792873         14083.30887463087         -20339.35298369101        -9654.968524832937        -2704.974680767344        25193.6730926884          -7962.852785817896        -26208.39480618758        2944.677825732842         3118.544344285604         7795.462018267733         -15752.27991777761        19916.71984447406         16578.79834412103         9786.804013076338         -18295.67144157474        19610.87564534439         -12807.44536707274        12524.52241523377         -2425.865884480898        -20522.27799732805        16681.46464785577         20610.27362165655         14311.33163222069         8708.154850974401         -13336.33424352043        7750.676067900952         -21624.21656604818        -19620.25034745718        -3836.402659319097        -17489.46681558504        
15087.47184113343         2795.110987798177         21680.9111910944          2802.442684469309         -25220.48804952407        -7843.322375916611        -10676.28385518953        24088.96270980495         -3320.631523500924        -15728.20711451963        16468.70103924759         -13662.98486742084        -8292.06657305816         -13554.35780427766        -21283.56126195246        25204.12725688067         -7553.381260758965        -3616.301404313942        -13342.82688271162        15028.43242475913         17368.59697794397         25324.98443166556         689.4776941916455         7966.476045655475         16523.26105173672         -2994.883874899808        -20580.47745330698        -15496.05264115983        -21304.7830492855         -3364.301362605433        -20589.8385052562         -14414.55561528633        8588.866479421633         -697.1725419168238        18966.60685694114         18577.16481923063         4895.848936957209         20555.33474747166         -16096.93700779065        -15412.79629171239        -1603.883463523585        21571.710219988           14946.7396370212          -18628.72381542579        -11610.88645004169        -4395.004134479736        25535.65154929354         -5836.195838218655        -25985.00597848357        1330.317073648225         5318.816036859576         10331.38594398194         -15533.48921240119        18909.01470911122         14399.03994735601         11012.41278366531         -19410.32506557858        21299.04755445368         -11786.02632206194        10626.56551768086         -275.0474109407347        -19497.26259487068        18030.45434695595         20139.13804687282         16005.17963406463         6609.377261868297         -14923.09285888572        5549.560891926661         -21261.20440097679        -20260.16377998879        -6084.500769148087        -16064.26626147615        
14252.00092253789         5401.197858911265         21753.38069080003         4490.344420916296         -25547.04890651545        -5712.455899374396        -11951.82343025665        23065.38372354827         -5516.712373843226        -16245.16445945902        14361.61228094643         -15333.36510080125        -5686.964831955066        -14319.3225171246         -21635.10013163199        25815.56546982155         -6083.985835197054        -1388.346383761769        -15595.94442843739        14444.40087385984         15927.26944468805         24490.51709619008         2311.508913680666         10008.50540967942         17754.47464147347         -697.1178218649497        -19744.26213331845        -13968.80627859972        -21893.087813441          -5559.386670460569        -20106.14448008627        -16098.96506544945        6485.406326082117         -2844.7797085059          17645.06727549774         19643.91778821747         3218.185841524434         22019.64132291616         -14504.51247352879        -14648.88438212568        -4226.935675353512        21748.72543649206         15651.30492624279         -16720.03045765562        -13443.4004084234         -6038.370415098488        25606.28651697017         -3647.45968530383         -25485.38567707792        -298.2202744384891        7462.587686969878         12757.63646485261         -15149.70982777272        17700.4110742551          12066.22988103293         12121.03208447986         -20318.7135945641         22760.95547709787         -10639.35855619188        8615.634944558638         1878.743827446395         -18265.02008094121        19187.82207574917         19453.97934964187         17528.98459658685         4440.303096036226         -16351.38205233831        3289.45136907417          -20672.31452355113        -20684.87984822879        -8268.017628121026        -14468.35953142299        
13265.12423303623         7949.95283079465          21594.73245697914         6130.557394597067         -25602.13340650309        -3520.839797775899        -13100.33339504334        21796.59753328647         -7654.171895547382        -16589.45614027657        12101.83663278254         -16840.75731075599        -3021.404753339887        -14932.18061540969        -21756.76265192655        26152.63563392224         -4549.905722569363        854.4021889799114         -17683.42566760386        13706.92089145073         14316.69406552653         23395.70940937386         3908.994571098591         11944.15939480945         18797.11836255374         1608.087847840296         -18698.26746990828        -12293.0566880004         -22248.69618612577        -7695.40478880561         -19408.80050604804        -17612.33801532672        4312.987256231834         -4962.191512912924        16135.99258087377         20501.89154181333         1506.311080225737         23250.07776897185         -12757.96445961402        -13729.34052298991        -6805.124218136603        21694.65538829598         16189.50597853428         -14633.57032957314        -15133.0109447036         -7617.595426381562        25404.80812078187         -1419.918522086477        -24714.83946321562        -1923.611911502206        9527.049732134223         15048.41584203686         -14605.00583023504        16303.73860801606         9605.16599495296          13100.86973996634         -21011.16809779598        23981.03808836229         -9379.624064527745        6513.106720098773         4012.604097091823         -16838.6468152603         20141.25086870506         18562.06938572542         18866.53169588945         2223.997697712739         -17606.008065235          994.3650471374415         -19863.7893442611         -20889.86512205996        -10363.73735608489        -12718.69920025983        
12137.31654399229         10414.29564256874         21206.63826759635         7705.646971143716         -25385.14096152609        -1291.767329493143        -14109.60143763246        20296.08781628288         -9710.281403201448        -16757.42037208287        9713.393455923308         -18169.13339362679        -323.7029830397295        -15386.41223843102        -21647.24280522012        26211.74514772731         -2967.444600604242        3088.10159524452          -19583.07906786037        12823.81505718883         12553.97134271418         22052.19635360211         5464.952950080756         13752.85646705789         19640.10145847491         3896.244647913219         -17453.59181128669        -10486.61300783745        -22367.82228600476        -9749.644206424491        -18505.20513487839        -18938.58303254256        2094.695498052346         -7026.903306850177        14455.41507174339         21141.95914486629         -221.5923573932438        24233.55378070762         -10875.83807079112        -12663.92609963863        -9311.055283817965        21410.06257443051         16555.6191436031          -12391.52215483737        -16661.75081699723        -9115.891836385725        24933.3431466015          822.7510815203083         -23681.55474706936        -3528.57835401856         11490.2494776484          17179.3770808922          -13905.15039382888        14733.8214675573          7041.99731887399          13941.50910289291         -21480.32131497315        24946.3142040559          -8020.202582265539        4341.322316446215         6103.853622684777         -15233.29736876438        20880.59998566177         17472.87718923332         20003.59621756986         -15.98164288957268        -18673.62956620186        -1311.3191353649          -18844.20352642863        -20872.92482444943        -12349.38755883884        -10833.86609465127        
10880.53771421976         12768.06162098445         20593.20019956571         9198.883548941434         -24898.35854571429        951.0894431369047         -14968.90390534846        18579.78599143928         -11663.19579603052        -16747.26907435924        7221.645640974153         -19304.37883722467        2377.505562696469         -15677.18365824935        -21307.68595854512        25992.25439703676         -1353.40579735197         5289.025346112126         -21274.72117036523        11804.4441395616          10657.80250502328         20474.2415101556          6962.858088396637         15415.38078027236         20274.45762601998         6143.06334759219          -16023.43118436237        -8568.655989975769        -22249.19311429303        -11700.28101793115        -17404.93900357016        -20063.60678564773        -145.9145364885966        -9016.988191744624        12621.17201596434         21557.31231763363         -1947.185117746818        24959.60695627637         -8878.102177166642        -11463.9404178829         -11718.12272403537        20897.9522901206          16745.75188550128         -10017.69589465455        -18013.37607655977        -10517.34462201917        24196.8815782114          3056.731100006942         -22396.50026769086        -5096.072184738533        13331.32856309404         19127.8852391454          -13057.55698719282        13007.30956948491         4403.933303370664         14634.01786934348         -21721.17976792421        25646.51610272055         -6575.520910985704        2123.340573414067         8130.283798821941         -13466.01117280275        21398.00779123389         16197.9574683875          20928.09241451805         -2255.845607763897        -19542.89709337407        -3603.128411710275        -17624.36235253487        -20634.21896052652        -14203.87980258833        -8833.860500288825        
9508.128702384425         14986.23055125074         19760.91558501767         10594.38952446935         -24146.94134094064        3183.887323284202         -15669.09993123398        16665.93144756294         -13492.14532291558        -16559.10350178372        4653.077464966991         -20234.41633491949        5053.517819809363         -15801.39001919324        -20741.67958451847        25496.48272239162         275.0550989333906         7433.771457870791         -22740.35420959269        10659.62578989588         8648.326389197304         18678.61197567626         8386.784626252951         16914.05063167513         20693.42429947737         8324.66645311186          -14422.96473195984        -6559.569834716877        -21894.05986520603        -13526.57045897371        -16119.6813921856         -20975.43812712557        -2385.026714458993        -10911.28892775801        10652.74981628884         21743.52130390016         -3652.131964994205        25420.49554386782         -6785.975177148925        -10142.12240367749        -14000.74071936096        20163.74703057242         16757.87686300804         -7537.323996327057        -19173.50845853649        -11807.05091049288        23203.23347409777         5258.271057831592         -20873.32985475592        -6609.427605233762        15030.70599453907         20873.21626867111         -12071.2152603687         11142.53370860311         1719.006080907143         15171.02638477683         -21731.16777226689        26074.18041948343         -5060.926715219506        -117.2643674531987        10070.35153703287         -11555.56362148358        21687.96077170294         14750.84967985627         21630.17999307137         -4471.781566413793        -20204.55308556328        -5856.710087525945        -16217.20815020996        -20176.26187540526        -15907.49477936832        -6739.927537397662        
8034.656821303113         17045.22418459277         18718.60499637803         11877.32875221656         -23138.85686917223        5382.893926247173         -16202.74209684375        14574.85938805726         -15177.68307215915        -16194.91606110625        2034.98347720594          -20949.35174371687        7675.901223533938         -15757.69530243629        -19955.21560147561        24729.68593632119         1900.63267085595          9499.539984573465         -23964.3832905503         9401.509552390546         6546.884163071803         16684.38407390706         9721.597019677651         18232.92993833674         20892.52695382568         10417.87106495975         -12669.17937558487        -4480.703020555322        -21306.18723876687        -15209.09410197316        -14663.07586013954        -21664.37356961576        -4598.844509681336        -12689.6691228089         8571.056765804982         21698.59133256882         -5318.318541657234        25611.29542714934         -4621.676633898675        -8712.503001463068        -16134.64765990922        19215.2270780645          16591.85883097671         -4976.765332456279        -20129.80832094196        -12971.2981653092         21962.94155223159         7403.969291620028         -19128.22513812489        -8052.558179315914        16570.31181693452         22396.80582452377         -10956.58802378075        9159.292329730861         -984.2589703350172        15546.81740132586         -21510.16212630726        26224.74168632716         -3492.508615874919        -2356.681117470811        11903.43480007188         -9522.247340030099        21747.3626793746          13146.92130494028         22102.38453444127         -6640.23538617607         -20651.54541221635        -8048.119361263304        -14637.67173099748        -19503.89717450688        -17442.11816883934        -4574.308381011816        
6475.766133060521         18923.14787769632         17477.32140708518         13034.05880662396         -21884.80195138092        7524.731876438485         -16564.15203747814        12328.7905299038          -16701.88421436236        -15658.56886481757        -604.8121198149723        -21441.57452569796        10216.78533395486         -15546.54571145132        -18956.62846052513        23700.00082462153         3506.049743898705         11464.36728781366         -24933.77635110049        8043.451768682574         4375.799714230968         14512.74608616678         10953.10457057784         19357.99098364592         20869.62478778012         12400.42684496273         -10780.69514319228        -2354.148328156657        -20491.81341762014        -16729.95883164421        -13050.58924823855        -22123.07628283447        -6763.835772119694        -14333.2195027201         6398.207962587363         21422.98220134032         -6928.037516549985        25529.95034146447         -2408.19871800913         -7190.261006745854        -18097.15472063283        18062.450216089           16249.45496868393         -2363.233799719043        -20872.10028446659        -13997.70480168643        20489.17165311784         9471.013628970468         -17179.72774465576        -9410.121858211331        17933.77202851269         23682.43979890086         -9725.503603019988        7078.647924056502         -3677.135992195474        15757.38417764458         -21060.49256831971        26096.57840995742         -1886.930443520895        -4571.106134663963        13610.04385074444         -7387.66336255642         21575.56536511205         11403.20902475163         22339.6734330661          -8738.153685609497        -20879.09953659663        -10154.06509210989        -12902.5188727717         -18624.24752202163        -18791.42656662318        -2360.011403930348        
4848.042906365092         20599.99509575502         16050.26257887992         14052.25914150802         -20398.11971518813        9586.590400627574         -16749.47948979733        9951.640531826672         -18048.51376098706        -14955.76792898864        -3238.202039494834        -21705.83659113045        12649.11412049277         -15170.17467183342        -17756.5323511592         22418.38560311536         5074.212510102091         13307.32702930245         -25638.19395271866        6599.901810436636         2158.184250263219         12186.8182469331          12068.19290165539         20277.24892423799         20624.94177134258         14251.22013687815         -8777.606571893091        -202.5482360731902        -19459.60564060045        -18072.96439560642        -11299.38168299873        -22346.6532980387         -8856.94518086979         -15824.43312181408        4157.333227840137         20919.61608014691         -8464.149460740909        25177.30474812317         -169.1038103804247        -5591.593019945012        -19867.35679109952        16717.67316258056         15734.30791932346         275.4414677458898         -21392.4744329314         -14875.33765190449        18797.60706143588         11437.38899361426         -15048.5839570773         -10667.66192246823        19106.56318870759         24716.41167190959         -8391.056713633756        4922.74453324517          -6330.954670208598        15800.47471026754         -20386.93295045811        25691.04188863479         -261.2844445503734        -6736.957488674099        15172.00114575938         -5174.53414230378         21174.38641182649         9538.273764473817         22339.51266152927         -10743.19315005157        -20884.7729056922         -12152.12179002079        -11030.20943802691        -17546.66212377368        -19941.04286014211        -120.6095475734303        
3168.74693068955          22057.95911136551         14452.55154070747         14921.12221447204         -18694.57462807949        11546.58749694949         -16756.75549686184        7468.630307937365         -19203.27823159055        -14093.96394150749        -5837.245752517722        -21739.325603107          14947.07458159862         -14632.5598036399         -16367.64232771567        20898.43215628651         6588.482842545919         15008.85991516353         -26070.1432901356         5086.166514183298         -82.43647607198052        9731.274961426632         13055.02848387181         20980.94395575446         20161.05333604871         15950.60662341196         -6681.1555663615          1951.269206210015         -18220.51085417523        -19223.8545800918         -9428.02491228781         -22332.72302142185        -10855.96066238452        -17147.47881204362        1872.203554151934         20193.82032318572         -9910.354440698415        24557.07821155781         2071.854538779609         -3933.450675877101        -21426.45882797219        15195.14680155139         15051.87918957043         2911.263126180527         -21685.40244732186        -15594.88032562107        16906.186698515           13282.22580181928         -12757.40341279736        -11811.83384675895        20076.23599400067         25487.73124033167         -6967.393940108701        2714.449333330934         -8917.557578424748        15675.62023866578         -19496.61468676676        25012.42168116269         1367.18383558255          -8831.250926678751        16572.72582242931         -2906.336062759696        20548.06952468191         7571.897289907705         22101.89621976786         -12634.07452992488        -20668.48442018191        -14021.08432252629        -9040.595518296024        -16282.55790043984        -20878.75784494587        2120.138890595348         
1455.759657653982         23281.49090373588         12701.19312462068         15631.38842734143         -16792.30658671496        13383.8384171574          -16585.9002743418         4906.209941083363         -20153.87142501583        -13082.33147897524        -8374.255052825965        -21541.67634486858        17086.17768682272         -13939.41333519202        -14804.73844126           19156.32694204743         8032.729873192801         16550.83524141876         -26225.00515260093        3518.364173213839         -2322.194188955792        7172.270946957298         13903.09617033917         21461.57352286202         19482.8819130229          17480.47386406697         -4513.66771282844         4084.360201312579         -16787.72447428863        -20170.36297952465        -7456.446786077762        -22081.42542115195        -12739.58275926775        -18288.25182240313        -432.8407921558405        19253.3142991955          -11251.24336717252        23675.85788268988         4290.804583371217         -2233.489870936148        -22757.83650846222        13511.07546055086         14209.43437144835         5516.151111475901         -21747.75707090761        -16148.66364503571        14835.05234502791         14985.86552416935         -10330.59165448504        -12830.44729200673        20832.45552266949         25988.1623770061          -5469.671682638234        477.2831728287215         -11409.38697032436        15384.13911170892         -18399.0081449974         24067.93579677946         2981.128518483237         -10831.67147863434        17797.28647047337         -607.2286156781402        19703.27467087189         5525.022650851143         21629.3488795564          -14390.6493448308         -20232.51822210347        -15741.03489428056        -6954.86245454123         -14845.38706824568        -21594.57071168532        4338.363275644642         
-272.7168398226872        24257.57370050501         10814.79355810514         16175.50999816002         -14711.53253894989        15078.81484066125         -16238.73237059166        2291.614603552614         -20890.19161430583        -11931.6206645352         -10822.26515060714        -21114.98741739178        19043.68052663078         -13098.09292122687        -13084.42395980591        17210.58676509761         9391.606131975968         17916.86483992342         -26101.12509925166        1913.153984485509         -4537.282521551757        4537.003452273156         14603.38325041271         21714.02918429043         18597.62379533516         18824.55613353515         -2298.177548642574        6174.054373928796         -15176.47567002022        -20902.429627932          -5405.598304343801        -21595.43031754457        -14487.7905118078         -19234.62099174577        -2733.301132256259        18108.08885231419         -12472.56395401561        22542.99909994166         6464.161830424783         -509.7739803022946        -23847.32853758692        11683.3504467639          13215.92741888776         8062.418993875185         -21578.87534352929        -16530.80288367855        12606.21554150046         16530.1998796338          -7793.943192405383        -13712.67788267105        21367.18550135962         26212.37538412445         -3913.802899856204        -1764.976544985675        -13779.95547073196        14929.12237829483         -17105.77224585698        22867.62039149831         4563.397861095644         -12716.95568461892        18832.66195642424         1698.352843620503         18648.97563008166         3419.403123493086         20926.89386783743         -15994.2470455746         -19581.49556466887        -17293.6875027018         -4795.174671968226        -13250.41728385637        -22080.8687554138         6510.486073238419         
