Khon5.A1ModJulian         Khon5.CRTBP.X             Khon5.CRTBP.Y             Khon5.CRTBP.Z             Khon5.CRTBP.VX            Khon5.CRTBP.VY            Khon5.CRTBP.VZ            
31441.24430399511         -69789.84657182863        25613.46856131889         -37861.99178333938        -0.06224355074266338      0.1036588672085973        0.2242139566618776        
31441.27555399511         -69959.19688022684        25893.17154706222         -37254.07567415171        -0.06320302298248576      0.1035572086130873        0.2261092448512518        
31441.30680399511         -70131.15333417835        26172.603116259           -36641.07919830917        -0.06417409378952234      0.1034572660019677        0.2279772280462005        
31441.33805399511         -70305.74778033546        26451.7682083178          -36023.07676276105        -0.06515715805194482      0.1033592666933542        0.2298173970022932        
31441.36930399511         -70483.01314715772        26730.67239295237         -35400.14414554469        -0.06615262227160908      0.1032634512705312        0.231629245450842         
31441.40055399511         -70662.98347629629        27009.32190834736         -34772.35848671057        -0.06716090443895711      0.1031700738205668        0.2334122708735591        
31441.43180399511         -70845.693953207          27287.72369589147         -34139.79827713191        -0.06818243386550742      0.1030794021481557        0.2351659752952312        
31441.46305399511         -71031.18093763771        27565.88543949324         -33502.54334515176        -0.06921765097603914      0.1029917179613926        0.2368898660917974        
31441.49430399511         -71219.48199310908        27843.81560131899         -32860.67484103138        -0.07026700705585009      0.1029073170287774        0.2385834568109495        
31441.52555399511         -71410.63591604549        28121.52346195191         -32214.27521916921        -0.07133096395551285      0.1028265093042511        0.2402462680021972        
31441.55680399511         -71604.68276367687        28399.01915705905         -31563.42821806986        -0.07240999374906454      0.1027496190196976        0.241877828053065         
31441.58805399511         -71801.66388120463        28676.31371678524         -30908.21883805044        -0.07350457834776153      0.1026769847421501        0.2434776740279314        
31441.61930399511         -72001.62192786708        28953.41910525024         -30248.73331668335        -0.07461520906807695      0.1026089593944691        0.2450453525057982        
31441.65055399511         -72204.60090151695        29230.34825753355         -29585.05910198256        -0.07574238615287017      0.1025459102385007        0.2465804204131316        
31441.68180399511         -72410.64616223527        29507.11512033692         -28917.28482335201        -0.07688661824869068      0.1024882188182472        0.2480824458477666        
31441.71305399511         -72619.80445405214        29783.7346884133          -28245.50026032691        -0.07804842183653839      0.102436280863301         0.2495510088897329        
31441.74430399511         -72832.12392549691        30060.22304470358         -27569.79630914756        -0.07922832062037924      0.1023905061501045        0.2509857023947911        
31441.77555399511         -73047.65414803712        30336.59739627082         -26890.26494721921        -0.0804268448713934       0.1023513183217164        0.2523861327663819        
31441.80680399511         -73266.44613295887        30612.87611220436         -26206.99919552133        -0.08164453073215784      0.1023191546643587        0.2537519207016897        
31441.83805399511         -73488.55234632039        30889.07876086095         -25520.0930790424         -0.0828819194816466       0.1022944658408693        0.2550827019074947        
31441.86930399511         -73714.02672158986        31165.22614381877         -24829.64158532782        -0.08413955676217769      0.1022777155815328        0.2563781277815714        
31441.90055399511         -73942.92467057021        31441.34033270232         -24135.74062123844        -0.08541799177356463      0.1022693803311429        0.257637866055427         
31441.93180399511         -74175.30309165186        31717.44470098425         -23438.48696803155        -0.08671777643404964      0.1022699488543469        0.2588616013943241        
31441.96305399511         -74411.22037621844        31993.56395867548         -22737.97823488286        -0.08803946451458132      0.1022799217982618        0.2600490359506793        
31441.99430399511         -74650.73641224828        32269.72418202116         -22034.31281098216        -0.0893836107466626       0.1022998112149544        0.2611998898671079        
31442.02555399511         -74893.91258576686        32545.9528443587          -21327.58981634227        -0.09075076991012082      0.1023301400436521        0.2623139017256462        
31442.05680399511         -75140.81177981562        32822.27884552286         -20617.90905147159        -0.09214149590377291      0.1023714415546371        0.2633908289399154        
31442.08805399511         -75391.49837059375        33098.73253720195         -19905.37094606787        -0.0935563408020896       0.1024242587571544        0.2644304480873283        
31442.11930399511         -75646.03822149096        33375.34575039511         -19190.07650689906        -0.09499585390494115      0.1024891437717855        0.2654325551787409        
31442.15055399511         -75904.49867406373        33652.15181713617         -18472.12726504319        -0.09646058078168165      0.1025666571712944        0.2663969658633339        
31442.18180399511         -76166.9485369196         33929.18559438857         -17751.6252226643         -0.0979510623176148       0.1026573672904043        0.2673235155668902        
31442.21305399511         -76433.4580715707         34206.48348229885         -17028.67279950664        -0.09946783376435919      0.1027618495089439        0.2682120595620367        
31442.24430399511         -76704.0989760454         34484.08344297388         -16303.37277929229        -0.1010114238015125       0.1028806855095924        0.2690624729694578        
31442.27555399511         -76978.94436598908        34762.02501722136         -15575.82825620913        -0.1025823536133986       0.1030144625136879        0.2698746506895132        
31442.30680399511         -77258.06875297872        35040.34933671429         -14846.14258167792        -0.1041811359845966       0.1031637724988135        0.2706485072641512        
31442.33805399511         -77541.54802090727        35319.09913775058         -14114.4193115853         -0.1058082744215598       0.1033292113996256        0.271383976669459         
31442.36930399511         -77829.45939951885        35598.31876886166         -13380.76215417022        -0.1074642623016802       0.1035113782971836        0.2720810120396292        
31442.40055399511         -78121.88143621167        35878.05420019172         -12645.27491874668        -0.1091495820575225       0.1037108745978735        0.2727395853235849        
31442.43180399511         -78418.89396519594        36158.35302692903         -11908.06146544239        -0.1108647043972387       0.1039283032073144        0.2733596868759183        
31442.46305399511         -78720.57807493123        36439.26447298389         -11169.22565612847        -0.1126100875677439       0.1041642677007903        0.2739413249842315        
31442.49430399511         -79027.0160736394         36720.83939242348         -10428.87130670858        -0.1143861766633611       0.1044193714940998        0.2744845253353457        
31442.52555399511         -79338.2914526754         37003.13026619914         -9687.102140927673        -0.1161934029822907       0.1046942170187734        0.2749893304232361        
31442.55680399511         -79654.48884874173        37286.1912003644          -8944.021745855702        -0.1180321834366503       0.1049894049028699        0.2754557989018781        
31442.58805399511         -79975.69400406902        37570.07791838638         -8199.733529187753        -0.1199029200157151       0.1053055331625852        0.2758840048865018        
31442.61930399511         -80301.99372556772        37854.84775376262         -7454.340678497167        -0.1218059993073648       0.10564319640563          0.2762740372070439        
31442.65055399511         -80633.47584277009        38140.5596405028          -6707.946122563568        -0.1237417920787547       0.1060029850497846        0.2766259986178013        
31442.68180399511         -80970.22916436949        38427.27409906242         -5960.652494889539        -0.1257106529167565       0.1063854845600144        0.276940004967512         
31442.71305399511         -81312.34343440275        38715.05322393601         -5212.5620995065          -0.1277129199320729       0.1067912747044044        0.2772161843342394        
31442.74430399511         -81659.90928718445        39003.96066558016         -4463.776879158599        -0.1297489145247104       0.1072209288335238        0.2774546761295543        
31442.77555399511         -82013.01820205068        39294.06161288325         -3714.398385941808        -0.131818941213891        0.1076750131830545        0.2776556301765943        
31442.80680399511         -82371.76245773288        39585.42277378321         -2964.527754461891        -0.1339232875314457       0.1081540862021625        0.2778192057666088        
31442.83805399511         -82736.23508616141        39878.11235165746         -2214.26567756381         -0.1360622239772784       0.1086586979100064        0.2779455706986048        
31442.86930399511         -83106.52982678644        40172.20002368952         -1463.712384671577        -0.1382360040389086       0.1091893892793446        0.2780349003066606        
31442.90055399511         -83482.74108047856        40467.75691393748         -712.9676227658274        -0.1404448642708717       0.1097466916509425        0.278087376479403         
31442.93180399511         -83864.96386409682        40764.85556731054         37.86935998575063         -0.1426890244352864       0.1103311261772515        0.278103186676029         
31442.96305399511         -84253.29376551993        41063.56992208096         788.6998279410982         -0.1449686877008958       0.1109432032967516        0.2780825229431138        
31442.99430399511         -84647.82689890823        41363.97527858037         1539.425569048042         -0.1472840408975334       0.111583422240268         0.2780255809362671        
31443.02555399511         -85048.6598613024         41666.14827026166         2289.948903277727         -0.1496352548265516       0.112252270566862         0.2779325589505165        
31443.05680399511         -85455.88968955267        41970.16682989596         3040.172688455998         -0.1520224846215462       0.1129502237321274        0.2778036569630591        
31443.08805399511         -85869.61381867464        42276.11015708024         3790.000323531123         -0.1544458701594714       0.1136777446860604        0.2776390756918001        
31443.11930399511         -86289.93004138368        42584.05868469611         4539.335749324513         -0.1569055365183116       0.1144352835009315        0.2774390156728316        
31443.15055399511         -86716.93646852652        42894.09404197968         5288.083446819051         -0.1594015944772504       0.1152232770295722        0.2772036763597396        
31443.18180399511         -87150.73149151589        43206.29902034224         6036.148433048926         -0.1619341410590994       0.1160421485905009        0.2769332552473565        
31443.21305399511         -87591.41374568132        43520.75753474594         6783.436254658554         -0.1645032601085461       0.1168923076821375        0.276627947022288         
31443.24430399511         -88039.08207562835        43837.55458676506         7529.8529792068           -0.1671090229058343       0.1177741497222254        0.2762879427422646        
31443.27555399511         -88493.83550230242        44156.77622697259         8275.305184296478         -0.169751488811606        0.1186880558122459        0.2759134290460789        
31443.30680399511         -88955.77319141907        44478.50951431486         9019.699944613618         -0.172430705938544        0.1196343925266824        0.2755045873955942        
31443.33805399511         -89424.99442436245        44802.84247855877         9762.944816964948         -0.1751467118495112       0.1206135117227191        0.2750615933510317        
31443.36930399511         -89901.59857037452        45129.86407864577         10504.94782340475         -0.1778995342756388       0.1216257503724068        0.2745846158804748        
31443.40055399511         -90385.68506112596        45459.6641630231          11245.61743254424         -0.1806891918541526       0.1226714304127226        0.2740738167042781        
31443.43180399511         -90877.35336730495        45792.33342958982         11984.86253913893         -0.1835156948818517       0.1237508586130406        0.2735293496748142        
31443.46305399511         -91376.7029768299         46127.96338291418         12722.59244204883         -0.1863790460801441       0.1248643264596753        0.2729513601917646        
31443.49430399511         -91883.83337578556        46466.64629474586         13458.71682066836         -0.1892792413718273       0.1260121100525797        0.2723399846529403        
31443.52555399511         -92398.84403081978        46808.47516068317         14193.14570992107         -0.1922162706634304       0.1271944700163845        0.2716953499404138        
31443.55680399511         -92921.83437409154        47153.54365900267         14925.78947391429         -0.1951901186335524       0.1284116514208242        0.271017572941556         
31443.58805399511         -93452.90379035677        47501.94610928131         15656.55877834695         -0.1982007655236767       0.1296638837101058        0.2703067601044047        
31443.61930399511         -93992.15160578921        47853.77742870126         16385.3645617626          -0.2012481879281043       0.130951380640857         0.2695630070266274        
31443.65055399511         -94539.67707933094        48209.13309033385         17112.11800573716         -0.2043323595831316       0.1322743402244919        0.2687863980772124        
31443.68180399511         -95095.57939617327        48568.10908126858         17836.73050408798         -0.2074532521524886       0.1336329446735667        0.2679770060498962        
31443.71305399511         -95659.95766289698        48930.80185823821         18559.11363118912         -0.2106108360059916       0.1350273603520637        0.2671348918472284        
31443.74430399511         -96232.91090538839        49297.30830665358         19279.17910947355         -0.2138050809929406       0.1364577377243504        0.2662601041940837        
31443.77555399511         -96814.53806814599        49667.72569596174         19996.8387762003          -0.2170359572050402       0.1379242113057742        0.2653526793793674        
31443.80680399511         -97404.93801609172        50042.15163722676         20712.00454956049         -0.2203034357306766       0.1394268996096901        0.2644126410245795        
31443.83805399511         -98004.20953841002        50420.68404055607         21424.58839419364         -0.2236074893981695       0.1409659050909567        0.263439999877883         
31443.86930399511         -98612.45135395248        50803.42107026096         22134.50228618037         -0.2269480935057614       0.1425413140860328        0.2624347536322575        
31443.90055399511         -99229.76211901885        51190.4611019569          22841.65817757559         -0.2303252265398204       0.1441531967454887        0.2613968867663259        
31443.93180399511         -99856.24043706439        51581.90267946555         23545.96796054035         -0.2337388708793556       0.1458016069590362        0.2603263704064151        
31443.96305399511         -100491.9848698062        51977.84446917561         24247.34343112871         -0.2371890134848377       0.1474865822736041        0.2592231622084134        
31443.99430399511         -101137.0939508962        52378.38521765865         24945.69625278042         -0.2406756465741802       0.1492081437990578        0.2580872062580025        
31444.02555399511         -101791.6662006688        52783.62370553119         25640.93791956784         -0.2441987682814207       0.1509662961055322        0.2569184329878541        
31444.05680399511         -102455.8001431329        53193.65870334612         26332.97971924016         -0.2477583833011743       0.1527610271070327        0.2557167591104082        
31444.08805399511         -103129.5943246879        53608.58892714529         27021.73269610592         -0.2513545035173163       0.1545923079319067        0.2544820875648856        
31444.11930399511         -103813.1473340656        54028.51299156911         27707.1076137902          -0.2549871486144595       0.1564600927808959        0.2532143074772163        
31444.15055399511         -104506.5578243491        54453.52936464058         28389.01491789929         -0.2586563466746906       0.1583643187685196        0.2519132941316195        
31444.18180399511         -105209.924536588         54883.7363220912          29067.36469862333         -0.2623621347583571       0.1603049057484298        0.2505789089526117        
31444.21305399511         -105923.3463244982        55319.23189913287         29742.06665330282         -0.2661045594676141       0.1622817561236088        0.2492109994962707        
31444.24430399511         -106646.9221811208        55760.11384375695         30413.03004898291         -0.2698836774954669       0.1642947546370992        0.2478093994496399        
31444.27555399511         -107380.7512669499        56206.47956943489         31080.16368497573         -0.2736995561592031       0.1663437681440606        0.246373928637213         
31444.30680399511         -108124.9329389514        56658.42610490563         31743.37585544863         -0.277552273916872        0.1684286453663698        0.2449043930334998        
31444.33805399511         -108879.5667817479        57116.05004667972         32402.57431205355         -0.2814419208708075       0.1705492166239187        0.2434005847807281        
31444.36930399511         -109644.7526393473        57579.44750738818         33057.66622660997         -0.2853685992539054       0.1727052935478594        0.2418622822108061        
31444.40055399511         -110420.5906486956        58048.71406559477         33708.55815385187         -0.289332423902712        0.1748966687699118        0.2402892498707224        
31444.43180399511         -111207.1812744926        58523.94471472967         34355.15599424723         -0.293333522716113        0.177123115588916         0.2386812385506337        
31444.46305399511         -112004.6253447367        59005.23380907185         34997.36495689595         -0.2973720370984335       0.179384387615834         0.2370379853139388        
31444.49430399511         -112813.0240879349        59492.67501076311         35635.08952251093         -0.3014481223900612       0.1816802183925353        0.2353592135287116        
31444.52555399511         -113632.4791714643        59986.36123575106         36268.23340648519         -0.3055619482846145       0.1840103209854334        0.233644632899921         
31444.55680399511         -114463.0927405388        60486.38459659525         36896.69952204634         -0.3097136992308835       0.186374387555285         0.2318939395019259        
31444.58805399511         -115304.9674587432        60992.83634608403         37520.38994349857         -0.3139035748234522       0.1887720888981203        0.2301068158107962        
31444.61930399511         -116158.2065496113        61505.80681956539         38139.20586955122         -0.3181317901802999       0.1912030739586868        0.2282829307360681        
31444.65055399511         -117022.9138386912        62025.38537393869         38753.04758673186         -0.3223985763060659       0.1936669693175705        0.2264219396516035        
31444.68180399511         -117899.193797087         62551.66032721323         39361.81443288102         -0.3267041804442086       0.1961633786469276        0.2245234844252744        
31444.71305399511         -118787.1515859411        63084.7188965469          39965.40476072516         -0.331048866416665        0.19869188213598          0.2225871934472574        
31444.74430399511         -119686.893101229         63624.64713250505         40563.71590152394         -0.3354329149492611       0.2012520358879027        0.2206126816567761        
31444.77555399511         -120598.525020299         64171.52985492617         41156.64412878748         -0.3398566239872945       0.2038433712809656        0.2185995505671806        
31444.80680399511         -121522.1548483594        64725.45058374695         41744.0846220586          -0.3443203089959177       0.2064653943004281        0.2165473882893166        
31444.83805399511         -122457.890966352         65286.49147015734         42325.93143075606         -0.3488243032496772       0.2091175848339402        0.2144557695531829        
31444.86930399511         -123405.8426795977        65854.73322579607         42902.07743807403         -0.3533689581092875       0.2117993959318513        0.212324255727932         
31444.90055399511         -124366.1202666213        66430.25504796245         43472.41432493276         -0.3579546432836925       0.2145102530338241        0.2101523948403257        
31444.93180399511         -125338.835029214         67013.13454463179         44036.83253397769         -0.362581747080457        0.2172495531559043        0.2079397215918027        
31444.96305399511         -126324.0993431604        67603.44765721401         44595.22123362278         -0.3672506766424827       0.2200166640392011        0.2056857573743789        
31444.99430399511         -127322.026709021         68201.26857904243         45147.46828213491         -0.3719618581688043       0.2228109232615704        0.2033900102856467        
31445.02555399511         -128332.7318040541        68806.66967333172         45693.46019175851         -0.3767157371223974       0.2256316373061383        0.2010519751431949        
31445.05680399511         -129356.3305346844        69419.72138855292         46233.08209287806         -0.3815127784226732       0.2284780805878012        0.1986711334988322        
31445.08805399511         -130392.9400888914        70040.49216922508         46766.21769821949         -0.3863534666200901       0.2313494944390884        0.1962469536530443        
31445.11930399511         -131442.6789896225        70669.04836581033         47292.7492670911          -0.3912383060556379       0.2342450860488921        0.1937788906701751        
31445.15055399511         -132505.6671486215        71305.45414167002         47812.5575696671          -0.3961678210025342       0.2371640273551908        0.1912663863948866        
