Orbiter.MoonInertial.X    Orbiter.MoonInertial.Y    Orbiter.MoonInertial.Z    Orbiter.MoonInertial.VX   Orbiter.MoonInertial.VY   Orbiter.MoonInertial.VZ   Luna.MoonInertial.X       Luna.MoonInertial.Y       Luna.MoonInertial.Z       Earth.MoonInertial.X      Earth.MoonInertial.Y      Earth.MoonInertial.Z      Sun.MoonInertial.X        Sun.MoonInertial.Y        Sun.MoonInertial.Z        Orbiter.Propagator1_ForceModel.AccelerationX   Orbiter.Propagator1_ForceModel.AccelerationY   Orbiter.Propagator1_ForceModel.AccelerationZ   Orbiter.ElapsedSecs       
-18.74233816057676        -0.08920052536996081      1942.294954381534         -1.553755823781035        0.0003916522933783695     -0.01603896400812346      0                         0                         0                         -77403.38272656487        326895.7929176081         178601.519297294          62912003.0821635          126802249.8183393         55003108.33851507         1.278727311133066e-05                          1.063504516973426e-07                          -0.001298833951273543                          3617.452583787963         
-167.9604512605292        -0.05063156195683405      1934.748131779255         -1.547746956497469        0.0004099353921279414     -0.1408327883512569       0                         0                         0                         -77500.06902830415        326874.0259113703         178592.1153858793         62909487.76027618         126803270.5507258         55003550.85831171         0.0001125131079104659                          8.593744512218281e-08                          -0.001294378291266303                          3713.626043417025         
-307.7233176897425        -0.01276321761542931      1916.665480879281         -1.53329926508866         0.0004249669682994117     -0.2578202732426172       0                         0                         0                         -77591.23021191094        326853.4815095242         178583.2373395707         62906838.56311293         126804352.5387163         55004019.92832188         0.0002061557441072966                          2.524476757390843e-08                          -0.001283870612199644                          3804.308623366524         
-450.3148307991505        0.02772375044878572       1886.900969616079         -1.509477673378091        0.00043933293860135       -0.377370457267713        0                         0                         0                         -77685.39795507272        326832.2378613944         178574.054747056          62904332.38623139         126805370.8394169         55004461.3884825          0.0003021785193228212                          -3.243208679474825e-08                         -0.001266541767059119                          3897.987010970246         
-589.159453839995         0.06922598293749616       1846.389644249168         -1.476994876808206        0.0004540526838289483     -0.4940648931104698       0                         0                         0                         -77778.81525752807        326811.1417372325         178564.9335398794         62901747.25537698         126806423.5888523         55004917.77964176         0.0003963878905182727                          -4.662891762954205e-08                         -0.001242868108428424                          3990.923918236513         
-716.8767956538941        0.1096766250557266        1798.387734601652         -1.438421430464308        0.0004701825110815516     -0.6017471687126783       0                         0                         0                         -77866.84006807458        326791.2435359489         178556.3281023462         62899187.21847044         126807468.9949806         55005370.98397423         0.0004839045298717298                          -4.330603809590399e-08                         -0.001214614640668165                          4078.500682767481         
-843.546647065552         0.1525829019374214        1739.715940616326         -1.391149380070335        0.0004889046422040522     -0.7089593420866146       0                         0                         0                         -77956.7846899771         326770.8914627578         178547.5242050598         62896767.81619419         126808452.4678509         55005797.33854            0.0005717086620864188                          -4.522995019384236e-08                         -0.001179769185114547                          4167.992121772841         
-967.2970580241235        0.1977917733020149        1670.586157768208         -1.335279835639302        0.0005071561227585619     -0.8141924831391323       0                         0                         0                         -78047.97391986192        326750.2372358849         178538.5873623899         62894296.22173559         126809457.5470324         55006233.05751434         0.0006586833251466471                          -4.456940166732697e-08                         -0.001138348977244356                          4258.726686704904         
-1085.859848039385        0.2445843507885002        1591.917261431285         -1.271483714449087        0.0005212468130886272     -0.9155771871175934       0                         0                         0                         -78139.34537728212        326729.5209957605         178529.6214272068         62891791.35914597         126810476.7734803         55006674.90715186         0.0007434837695541815                          -7.984547535299199e-08                         -0.001090685421325422                          4349.647413182538         
-1192.629520987932        0.2899130180594511        1508.98014410396          -1.203978987439932        0.0005293115802210424     -1.007461742069545        0                         0                         0                         -78225.99179736088        326709.8568614576         178521.1087525192         62889286.24991431         126811499.1461216         55007118.11786564         0.0008212700613589121                          -1.62003540655117e-07                          -0.001039749631743763                          4435.870894405525         
-1289.806635288551        0.3340845709317364        1421.685720585287         -1.132650906745429        0.0005325906115951073     -1.091685824724863        0                         0                         0                         -78309.53698919818        326690.8788569522         178512.8911825061         62886909.16877626         126812468.3334552         55007538.27041867         0.0008934740006717075                          -2.454263477598904e-07                         -0.0009855368485455613                         4519.012423488311         
-1382.381114409902        0.379168932326138         1325.833138811751         -1.053999010310529        0.0005322405399660057     -1.172572396109151        0                         0                         0                         -78394.57764108967        326671.5433118216         178504.516857755          62884612.55484665         126813401.8087506         55007942.94004999         0.0009639597471917123                          -2.952040885721136e-07                         -0.0009253202226098535                         4603.646364889573         
-1471.81342528449         0.4261314005125314        1218.496422586555         -0.9655088194999525       0.0005280461779648138     -1.251469280131344        0                         0                         0                         -78483.5216497441         326651.3010138423         178495.7477234815         62882272.322147           126814351.44647           55008354.61439218         0.001034100026317516                           -3.29329975021118e-07                          -0.0008568399992245155                         4692.16951020062          
-1551.396175195958        0.4714682424673811        1107.102796858322         -0.8732101608255934       0.0005191220504278671     -1.322477924318369        0                         0                         0                         -78570.44813088901        326631.4988502668         178487.1671958466         62879830.6345146          126815346.0567203         55008785.78218326         0.001098564434595044                           -3.856969046199663e-07                         -0.0007845237792486874                         4778.689140616916         
-1619.211724073408        0.5135329150944017        996.1564716392022         -0.7808142638087292       0.000507032888729414      -1.383776685179244        0                         0                         0                         -78652.79170642127        326612.7233411825         178479.0296508845         62877446.80608596         126816318.6984726         55009207.42457185         0.001155512366238455                           -4.566823588033714e-07                         -0.0007112918984690284                         4860.651392186992         
-1677.79178022877         0.5535744949011132        883.5359680794354         -0.6865447409619311       0.0004975301405637511     -1.437533935978693        0                         0                         0                         -78732.96640581472        326594.426146848          178471.0976577807         62875186.35949326         126817239.5630311         55009606.61974362         0.001206669699367143                           -5.56149730068247e-07                          -0.0006356156432429078                         4940.458627219778         
-1725.252750786749        0.5903197705047205        775.483373880299          -0.5956333432315433       0.0004970968734907544     -1.481869896368479        0                         0                         0                         -78807.30452289509        326577.4466566014         178463.7353541645         62872989.05938389         126818137.0211679         55009995.66670387         0.001249886862785993                           -6.646332482183671e-07                         -0.0005619917005117221                         5014.459398575127         
