Orbiter1.MoonInertial.X   Orbiter1.MoonInertial.Y   Orbiter1.MoonInertial.Z   Orbiter2.MoonInertial.X   Orbiter2.MoonInertial.Y   Orbiter2.MoonInertial.Z   Orbiter3.MoonInertial.X   Orbiter3.MoonInertial.Y   Orbiter3.MoonInertial.Z   Orbiter4.MoonInertial.X   Orbiter4.MoonInertial.Y   Orbiter4.MoonInertial.Z   
-1.455191522836685e-11    -31311.79301256518        -62528.20578217701        0                         1455.580855693494         2174.320722924429         -3263.822936695113        -5030.542240235722        -7514.534282109729        3260.803228996519         -5025.88795370562         -7507.58179189713         
15.89526057019248         -31311.79342914635        -62528.20444774712        -103.8716202882933        1454.864037846972         2173.249570790824         -3241.678978670112        -5042.752612263721        -7532.773691141687        3282.892460645759         -5013.572280831402        -7489.184596922947        
31.79118048248347         -31311.79467888048        -62528.20044445875        -207.6411110925983        1452.715560026583         2170.039066499477         -3219.470708609573        -5054.863582326972        -7550.864160545287        3304.916071769534         -5001.156757562014        -7470.637722834857        
47.68775921800989         -31311.79676175379        -62528.19377231441        -311.2068802364229        1449.141328137717         2164.698035164562         -3197.19882453022         -5066.875317871512        -7568.805939161102        3326.873343575411         -4988.641211454233        -7451.940912922582        
63.58499625793775         -31311.79967775237        -62528.18443131685        -414.468614321202         1444.151111920364         2157.241075974453         -3174.864018654451        -5078.787984716473        -7586.599273416738        3348.763551066644         -4976.025468401436        -7433.093908011186        
79.48289108341851         -31311.80342686246        -62528.17242146944        -517.3278871228977        1437.758436422737         2147.688400143845         -3152.466977500429        -5090.601747061883        -7604.244407338323        3370.585962943776         -4963.309352625685        -7414.096446449432        
95.38144317564729         -31311.80800907052        -62528.15774277586        -619.6887345196301        1429.980434874131         2136.065611242928         -3130.008381970823        -5102.316767496231        -7621.741582561837        3392.339841504523         -4950.492686670332        -7394.948264098202        
111.2806520157756         -31311.81342436292        -62528.14039524036        -721.4581874506839        1420.837666791049         2122.403433585074         -3107.488907440056        -5113.933207004273        -7639.091038344632        3414.024442542112         -4937.575291391637        -7375.649094319146        
127.1805170849548         -31311.81967272627        -62528.12037886755        -822.5467558919772        1410.353905682452         2106.737395163014         -3084.909223840135        -5125.451224974764        -7656.293011576694        3435.639015241672         -4924.556985951378        -7356.198667962977        
143.0810378643655         -31311.82675414719        -62528.09769366245        -922.8688583122857        1398.555901075481         2089.107472160336         -3062.26999574514         -5136.870979207742        -7673.347736791824        3457.182802075113         -4911.437587808818        -7336.596713357954        
158.9822138351738         -31311.8346686124         -62528.0723396306         -1022.343192504573        1385.473119792005         2069.557702396822         -3039.57188245446         -5148.192625922384        -7690.255446179101        3478.655038693876         -4898.21691271296         -7316.842956298467        
174.8840444785455         -31311.84341610869        -62528.04431677796        -1120.893045068195        1371.137471524416         2048.135775244504         -3016.815538074574        -5159.41631976451         -7707.016369593824        3500.054953820116         -4884.894774694578        -7296.937120033399        
