Orbiter1.MoonInertial.X   Orbiter1.MoonInertial.Y   Orbiter1.MoonInertial.Z   Orbiter2.MoonInertial.X   Orbiter2.MoonInertial.Y   Orbiter2.MoonInertial.Z   Orbiter3.MoonInertial.X   Orbiter3.MoonInertial.Y   Orbiter3.MoonInertial.Z   Orbiter4.MoonInertial.X   Orbiter4.MoonInertial.Y   Orbiter4.MoonInertial.Z   Orbiter5.MoonInertial.X   Orbiter5.MoonInertial.Y   Orbiter5.MoonInertial.Z   Orbiter6.MoonInertial.X   Orbiter6.MoonInertial.Y   Orbiter6.MoonInertial.Z   
-1270.135551324231        6099.010336934181         5117.626110121113         -3105.370578707167        -8590.829621924262        -7208.503293994494        4712.517668643122         -7998.726015417546        -6711.662765609857        6098.860257181412         1270.028015448595         -5117.574537398148        -8551.762206760657        3085.049015578465         7175.842852676782         -8025.597545962693        -4723.719309867418        6734.283324348653         
-1320.562792606332        6093.725184842537         5113.187155050458         -3071.88997960843         -8599.576067914779        -7215.837614208402        4743.765231251396         -7985.126046206802        -6700.245731381554        6093.562704655516         1320.44681106077          -5113.131127618748        -8560.497888076105        3051.500518282119         7183.177967650059         -8012.012432168471        -4754.918074273679        6722.884569596557         
-1370.945669069217        6088.235282921232         5108.576230194711         -3038.374766422625        -8608.22668486496         -7223.091331835574        4774.957097505539         -7971.432755862712        -6688.750186253776        6088.059897104977         1370.820949764806         -5108.515542810084        -8569.136255432633        3017.917821309238         7190.431613407971         -7998.333870502189        -4786.061343649286        6711.407411806635         
-1421.282506359639        6082.540918390616         5103.793576652824         -3004.82533321518         -8616.781428772258        -7230.264409727679        4806.092851633395         -7957.646224013006        -6677.176197300636        6082.35212019585          1421.148760165146         -5103.728021524876        -8577.67726289478         2984.301323746331         7197.60375065566          -7984.561939557432        -4817.148708856083        6699.851916107611         
-1471.571634230029        6076.642388878972         5098.839444267796         -2971.242073819813        -8625.240256202698        -7237.356811217382        4837.172077504132         -7943.76653101889         -6665.523832216189        6076.439669987682         1471.428574962192         -5098.768811034213        -8586.120865109362        2950.651424427168         7204.694340583374         -7970.69671864569         -4848.179760391533        6688.21814823139          
-1521.811386681642        6070.540002377937         5093.714091589645         -2937.62538184096         -8633.603124288609        -7244.368500116747        4868.194358626497         -7929.793757978652        -6653.793159317545        6070.322852889309         1521.658731094329         -5093.638167290454        -8594.467017303163        2916.968521935225         7211.703344864538         -7956.738287800006        -4879.154088386567        6676.506174516253         
-1572.0001021067          6064.234077196626         5088.417785836675         -2903.975650656168        -8641.869990727108        -7251.299440715433        4899.159278146937         -7915.727986731101        -6641.984247547836        6064.001985613213         1571.837569878437         -5088.336354888947        -8602.715675280735        2883.253014606365         7218.630725654017         -7942.68672777871         -4910.071282603662        6664.716061909829         
-1622.136123429562        6057.724941914435         5082.95080285595          -2870.293273418516        -8650.040813777712        -7258.149597779382        4930.066418847782         -7901.569299859402        -6630.097166479391        6057.477395128342         1621.963437149709         -5082.863647028717        -8610.866795422204        2849.505300531222         7225.476445586217         -7928.542120069178        -4940.9309324348          6652.847877972235         
-1672.217798246798        6051.012935332372         5077.31342708235          -2836.578643059023        -8658.11555226089         -7264.918936548987        4960.915363145541         -7887.317780694808        -6618.131986316817        6050.74941861174          1672.034683400416         -5077.220325471717        -8618.920334681156        2815.725777557935         7232.240467773343         -7914.304546891508        -4971.732626899262        6640.901690879487         
-1722.243478966266        6044.098406422534         5071.505951496336         -2802.832152289149        -8666.0941655559          -7271.607422737667        4991.705693089054         -7872.973513320321        -6606.088777900179        6043.818403398473         1722.049663917336         -5071.406680501066        -8626.876250582442        2781.914843295002         7238.922755803593         -7899.974091202414        -5002.475954641821        6628.877569426346         
