Orbiter1.MoonInertial.X   Orbiter1.MoonInertial.Y   Orbiter1.MoonInertial.Z   Orbiter2.MoonInertial.X   Orbiter2.MoonInertial.Y   Orbiter2.MoonInertial.Z   Orbiter3.MoonInertial.X   Orbiter3.MoonInertial.Y   Orbiter3.MoonInertial.Z   
-4076.8030873471          -4459.789547214401        -6661.978979115229        2340.647416806445         -5452.237354283046        -8132.261679898395        3377.872281415199         589.4988151420257         887.6374105591385         
-4057.800177247918        -4476.133485973522        -6686.363685513526        2364.849327470467         -5443.898912481614        -8119.700682388095        3318.625497455636         623.8266347707831         938.891451731266          
-4038.699193715132        -4492.369755243359        -6710.58717753939         2389.010308739656         -5435.466476207715        -8106.998940690508        3258.018170152893         657.8986121548223         989.7603850626037         
-4019.501162250483        -4508.498593154596        -6734.649809952913        2413.12982815021          -5426.93993502477         -8094.156292704633        3196.032152532222         691.6920987080084         1040.210286190093         
-4000.207097308768        -4524.520235937205        -6758.551934684394        2437.207349991513         -5418.319177129189        -8081.172574320255        3132.650035754195         725.1833515322651         1090.205594395316         
-3980.818002482192        -4540.434917924693        -6782.293900841149        2461.242335253119         -5409.604089344735        -8068.047619409917        3067.855279385651         758.3475047010579         1139.709069852077         
-3961.33487068121         -4556.242871559283        -6805.876054714929        2485.234241571234         -5400.794557116285        -8054.781259820098        3001.632352924426         791.158543708385          1188.681755630823         
-3941.758684311862        -4571.94432739669         -6829.298739789374        2509.182523174284         -5391.890464504249        -8041.373325362947        2933.966888952607         823.5892838328728         1237.082945582282         
-3922.090415449784        -4587.539514111762        -6852.562296748074        2533.086630827893         -5382.891694178339        -8027.823643807555        2864.84584819428          855.6113532494055         1284.870159347978         
-3902.331026010826        -4603.028658503667        -6875.667063482746        2556.94601177903          -5373.79812741169         -8014.132040871162        2794.257696626199         887.1951818099478         1331.999125873583         
-3882.481467918464        -4618.411985501763        -6898.613375101821        2580.760109699462         -5364.6096440744          -8000.298340210487        2722.192594632346         918.3099964970024         1378.423776928976         
-3862.542683268068        -4633.689718171488        -6921.401563939231        2604.528364628364         -5355.326122627768        -7986.322363412793        2648.642598001097         948.9238246393506         1424.09625226137          
-3842.515604488028        -4648.862077720347        -6944.031959563406        2628.250212914179         -5345.947440117714        -7972.203929986863        2573.601870333907         979.0035060542868         1468.966918123217         
-3822.401154497958        -4663.929283504083        -6966.504888786701        2651.925087155658         -5336.473472168611        -7957.942857353977        2497.066906165652         1008.514715348661         1512.984401015477         
-3802.200246863824        -4678.891553033143        -6988.820675674855        2675.552416142062         -5326.904092976823        -7943.538960838836        2419.036763785247         1037.421995664539         1556.095638566563         
-3781.913785950281        -4693.749101979076        -7010.979641556652        2699.131624792557         -5317.239175304363        -7928.992053660244        2339.513306392633         1065.688805187121         1598.245949516306         
-3761.542667070185        -4708.502144181286        -7032.982105033938        2722.662134094688         -5307.478590472543        -7914.301946921914        2258.501449833129         1093.277577744389         1639.379124789295         
-3741.087776631277        -4723.150891653611        -7054.828381991741        2746.143361042035         -5297.622208354995        -7899.468449602951        2176.009414718239         1120.149798802799         1679.43754160573          
-3720.549992280299        -4737.695554591308        -7076.518785608409        2769.574718570919         -5287.669897371554        -7884.491368548566        2092.048980275416         1146.266098102962         1718.362302490161         
-3699.930183044373        -4752.136341377976        -7098.053626366192        2792.955615496263         -5277.621524481277        -7869.370508460415        2006.635736779703         1171.586360075977         1756.093400878774         
-3679.229209469879        -4766.473458592547        -7119.433212061704        2816.285456446421         -5267.476955175924        -7854.105671886995        1919.789332916305         1196.069853020192         1792.569914793043         
-3658.447923758722        -4780.707111016556        -7140.657847816619        2839.56364179714          -5257.236053473083        -7838.696659214067        1831.533713923098         1219.675377806765         1827.730229725101         
-3637.587169902312        -4794.837501641305        -7161.727836088539        2862.789567604501         -5246.89868190937         -7823.143268654792        1741.897345882768         1242.361436603009         1861.512291467719         
-3616.64778381295         -4808.864831675077        -7182.643476681929        2885.962625536908         -5236.464701533492        -7807.445296239952        1650.913421099816         1264.086421763117         1893.853889108956         
-3595.630593453025        -4822.789300550707        -7203.405066759093        2909.082202805977         -5225.933971899562        -7791.602535808051        1558.620039133326         1284.808824625274         1924.692967801995         
-3574.536418961827        -4836.611105932796        -7224.01290085123         2932.147682096504         -5215.306351059815        -7775.614778995281        1465.060357790178         1304.487463485915         1953.967970216472         
-3553.36607278006         -4850.330443725281        -7244.467270869849        2955.158441495281         -5204.581695557805        -7759.481815225648        1370.282708245708         1323.081729492755         1981.618204787344         
-3532.120359772351        -4863.947508079           -7264.768466117763        2978.113854418887         -5193.759860421182        -7743.203431700706        1274.340668478399         1340.551848624425         2007.584238017706         
-3510.800077347434        -4877.462491399085        -7284.916773300618        3001.013289540351         -5182.840699154709        -7726.779413389508        1177.293089413331         1356.859157319239         2031.808307184227         
-3489.406015576256        -4890.875584352878        -7304.912476538244        3023.856110714682         -5171.824063733045        -7710.20954301834         1079.20406858754          1371.966388701287         2054.234748870367         
-3467.938957308128        -4904.186975877266        -7324.755857375974        3046.641676903266         -5160.709804593411        -7693.493601060414        980.1428667988366         1385.837965753453         2074.810437850538         
-3446.399678284783        -4917.396853186598        -7344.447194796259        3069.369342097139         -5149.497770628484        -7676.631365725654        880.1837640802842         1398.440297237074         2093.485230016871         
-3424.788947252455        -4930.505401780072        -7363.986765230133        3092.038455238944         -5138.187809179188        -7659.622612950188        779.4058524431312         1409.742071684392         2110.212402325444         
-3403.107526072097        -4943.512805449718        -7383.374842568737        3114.648360143736         -5126.779766027001        -7642.467116385931        677.8927641183836         1419.714544427407         2124.949082189123         
-3381.356169827704        -4956.419246288016        -7402.611698174849        3137.1983954186           -5115.273485386977        -7625.164647390106        575.7323354519322         1428.331812386343         2137.656658384396         
-3359.535626932717        -4969.224904695584        -7421.697600894491        3159.687894380811         -5103.668809900119        -7607.714975014824        473.0162081197632         1435.571071239188         2148.30116538654          
-3337.646639234765        -4981.929959389032        -7440.632817068516        3182.116184974948         -5091.965580625983        -7590.11786599629         369.8393708904769         1441.412849613291         2156.853633088875         
-3315.689942118508        -4994.534587408591        -7459.417610544217        3204.482589688385         -5080.163637035177        -7572.37308474438         266.2996467673365         1445.841215091408         2163.29039410461          
-3293.666264606843        -5007.038964125793        -7478.052242686797        3226.786425465689         -5068.262817001902        -7554.480393331934        162.4971319910401         1448.843947118439         2167.593341316038         
-3271.576329460338        -5019.443263251334        -7496.536972391041        3249.027003621464         -5056.262956796272        -7536.439551483956        58.53359505681146         1450.412672383361         2169.750129096501         
-3249.420853275195        -5031.747656842868        -7514.872056092863        3271.203629751821         -5044.163891077042        -7518.250316567137        -45.48815450593247        1450.542958985083         2169.754312751669         
-3227.200546579334        -5043.952315312345        -7533.057747780811        3293.315603644427         -5031.965452883625        -7499.912443578884        -149.4649164910952        1449.23436669365          2167.605422238965         
-3204.916113927116        -5056.057407434273        -7551.094299007615        3315.362219187024         -5019.667473628884        -7481.425685136666        -253.2937574999087        1446.490451852907         2163.308968064986         
-3182.568253992373        -5068.063100352767        -7568.981958901684        3337.342764274523         -5007.269783091149        -7462.789791467309        -356.8726632153266        1442.318726834375         2156.876379286521         
-3160.15765966005         -5079.969559589808        -7586.720974178577        3359.256520714407         -4994.77220940683         -7444.004510396015        -460.1011734438507        1436.730575320369         2148.324875558552         
-3137.685018116259        -5091.77694905235         -7604.311589152436        3381.102764130745         -4982.174579062616        -7425.069587335747        -562.8809887906245        1429.741125931207         2137.677276997187         
-3115.151010936926        -5103.485431040346        -7621.754045747366        3402.880763866429         -4969.476716887788        -7405.984765276284        -665.1165391562972        1421.36908772873          2124.96175712152          
-3092.556314174959        -5115.09516625409         -7639.048583508789        3424.589782883864         -4956.678446046717        -7386.749784773507        -766.7155058169737        1411.636551877309         2110.211545250902         
-3069.901598446173        -5126.606313801836        -7656.195439614763        3446.229077663913         -4943.779588030826        -7367.364383938577        -867.5892905037181        1400.568764237163         2093.464585473994         
-3047.187529013681        -5138.019031207426        -7673.194848887302        3467.797898103207         -4930.779962651373        -7347.828298427077        -967.6534265162772        1388.193873946148         2074.763159740891         
-3024.414765871028        -5149.333474417508        -7690.047043803468        3489.295487409603         -4917.679388031422        -7328.14126142842         -1066.827928435392        1374.542663173634         2054.153482832451         
-3001.583963824014        -5160.549797809334        -7706.752254506689        3510.721081995885         -4904.477680598327        -7308.303003654873        -1165.037578432355        1359.648263248208         2031.685276997945         
-2978.695772571271        -5171.66815419792         -7723.310708817677        3532.07391137167          -4891.174655075883        -7288.313253330969        -1262.212148536477        1343.545862296538         2007.41133395725          
-2955.750836783482        -5182.688694843557        -7739.722632245714        3553.353198033408         -4877.770124476927        -7268.17173618282         -1358.286559531523        1326.272409383324         1981.387071741919         
-2932.749796181553        -5193.611569459084        -7755.988247999368        3574.558157352381         -4864.263900095539        -7247.878175427439        -1453.200978413966        1307.866319899971         1953.670093485707         
-2909.693285613335        -5204.436926217168        -7772.107776997669        3595.687997460947         -4850.655791499477        -7227.432291762176        -1546.900857528264        1288.367186597374         1924.319754745753         
-2886.581935129449        -5215.164911757573        -7788.081437880785        3616.741919136563         -4836.94560652267         -7206.833803354122        -1639.336919542286        1267.815500189841         1893.39674523435          
-2863.41637005769         -5225.795671194501        -7803.909447020938        3637.719115683882         -4823.133151257527        -7186.082425829693        -1730.465093273524        1246.252382888633         1860.962689991808         
-2840.197211076564        -5236.329348123458        -7819.592018533032        3658.618772814763         -4809.218230047438        -7165.177872264205        -1820.246405977552        1223.719337591203         1827.079774081096         
-2816.925074287486        -5246.766084628762        -7835.129364285385        3679.440068526077         -4795.20064547949         -7144.11985317152         -1908.646838047163        1200.258014796593         1791.810393901338         
-2793.600571286006        -5257.106021290121        -7850.521693910268        3700.182172975372         -4781.080198376847        -7122.908076493914        -1995.637146157416        1175.909998678893         1755.216837259592         
-2770.224309232057        -5267.349297190085        -7865.769214814354        3720.844248354304         -4766.856687791529        -7101.542247591802        -2081.192660770204        1150.716613167548         1717.360993462207         
-2746.796890918966        -5277.496049920795        -7880.87213218931         3741.425448759706         -4752.529910996964        -7080.02206923379         -2165.293063628196        1124.718748366751         1678.304093911836         
-2723.318914841613        -5287.546415590798        -7895.830649021897        3761.924920062476         -4738.099663480883        -7058.347241586773        -2247.922150473358        1097.956707209407         1638.106483042473         
-2699.790975263546        -5297.500528832257        -7910.644966104563        3782.341799773858         -4723.565738938109        -7036.517462206102        -2329.067583760712        1070.470071883698         1596.827418887144         
-2676.213662283073        -5307.358522807306        -7925.315282045281        3802.675216909527         -4708.927929263446        -7014.53242602598         -2408.720639635023        1042.29758928396          1554.524902146688         
-2652.587561898472        -5317.120529215084        -7939.84179327797         3822.924291850883         -4694.186024544761        -6992.391825349943        -2486.875952922026        1013.477074518974         1511.255532300274         
-2628.913256072236        -5326.786678298435        -7954.224694072298        3843.088136204096         -4679.339813056111        -6970.095349841518        -2563.531263371959        984.0453313501785         1467.07438905997          
-2605.191322794344        -5336.357098850305        -7968.464176543726        3863.165852656253         -4664.389081250702        -6947.642686515144        -2638.687165896903        954.0380883225007         1422.034937309363         
-2581.422336144722        -5345.831918220618        -7982.560430663376        3883.156534829031         -4649.333613754541        -6925.033519727062        -2712.346867072119        923.4899492875556         1376.188953572302         
-2557.606866354836        -5355.211262322555        -7996.513644267776        3903.059267129487         -4634.173193359748        -6902.267531166668        -2784.515949734458        892.4343569905614         1329.586472017778         
-2533.74547986823         -5364.495255639195        -8010.324003068468        3922.873124598162         -4618.907601018029        -6879.344399847876        -2855.202147110787        860.9035683982074         1282.275748016196         
-2509.838739400555        -5373.684021229798        -8023.991690661758        3942.59717275422          -4603.536615834455        -6856.263802100846        -2924.415127550325        828.9286404735758         1234.303237307613         
-2485.887203998383        -5382.777680736035        -8037.516888538114        3962.230467437708         -4588.060015061463        -6833.025411563867        -2992.166290617228        796.5394251530524         1185.713588916376         
-2461.891429097566        -5391.776354388683        -8050.899776091537        3981.772054648784         -4572.477574092685        -6809.628899175586        -3058.468575023027        763.7645723460591         1136.549650045141         
-2437.851966580551        -5400.680161013384        -8064.140530629084        4001.220970383903         -4556.78906645719         -6786.073933167354        -3123.336278641829        730.6315398510196         1086.852481291746         
-2413.769364833031        -5409.489218036993        -8077.239327379852        4020.576240468799         -4540.994263813947        -6762.360179056093        -3186.784890651514        697.1666091625812         1036.661380655511         
-2389.644168799787        -5418.203641493805        -8090.196339504357        4039.83688038832          -4525.092935946188        -6738.487299637287        -3248.830935679434        663.3949062306783         986.0139149265597         
-2365.476920039859        -5426.823546031374        -8103.011738103378        4059.001895112859         -4509.08485075651         -6714.454954978457        -3309.491829697494        629.3404263168923         934.9459571800544         
-2341.26815678089         -5435.349044916627        -8115.685692227096        4078.070278921557         -4492.969774261583        -6690.262802412792        -3368.785747306407        595.0260621780762         883.491729225032          
-2317.018413972779        -5443.780250041629        -8128.218368883798        4097.041015221927         -4476.747470587376        -6665.910496533324        -3426.731499968402        560.4736348909209         831.6838479801081         
-2292.728223340702        -5452.11727192963         -8140.609933048778        4115.913076365949         -4460.417701964907        -6641.397689187521        -3483.348424688855        525.703926706803          779.5533748654416         
-2268.398113437361        -5460.360219740716        -8152.860547672957        4134.685423462652         -4443.980228725704        -6616.724029472069        -3538.656282606753        490.7367154022213         727.1298674113059         
-2244.028609694564        -5468.509201277571        -8164.970373691467        4153.357006186823         -4427.434809297964        -6591.889163728338        -3592.675166929301        455.5908096579369         674.441432385298          
-2219.62023447422         -5476.564322991122        -8176.939570032177        4171.926762584058         -4410.781200202648        -6566.892735538189        -3645.425419633684        420.2840850617504         621.5147798350372         
-2195.173507118612        -5484.525689986069        -8188.768293623987        4190.393618871836         -4394.019156050403        -6541.734385720338        -3696.927556357841        384.8335203892202         568.3752775289759         
-2170.688944000038        -5492.393406026589        -8200.456699405273        4208.756489236635         -4377.148429538298        -6516.413752327149        -3747.202198908766        349.2552338671521         515.0470053557656         
-2146.167058569932        -5500.167573541636        -8212.004940331972        4227.014275626992         -4360.168771447148        -6490.930470641964        -3796.270014830647        313.5645191718359         461.5528093118628         
-2121.608361407198        -5507.848293630464        -8223.413167385792        4245.165867542295         -4343.079930639244        -6465.284173177206        -3844.151663493598        277.7758809555671         407.914354770066          
-2097.013360266137        -5515.435666067817        -8234.681529582042        4263.210141817413         -4325.881654056138        -6439.474489672866        -3890.867748186021        241.9030697318958         354.1521787758393         
-2072.382560123675        -5522.929789309273        -8245.810173977836        4281.145962402821         -4308.573686717427        -6413.501047095662        -3936.438773718546        205.9591159819392         300.2857411671139         
-2047.71646322601         -5530.33076049661         -8256.799245679576        4298.972180140292         -4291.15577171935         -6387.363469638978        -3980.885109073904        169.9563633732614         246.3334743556334         
-2023.015569134819        -5537.638675462629        -8267.648887850984        4316.687632533984         -4273.627650234208        -6361.061378723447        -4024.2269546647          133.9065010066261         192.3128316442308         
-1998.280374772788        -5544.853628736513        -8278.359241720522        4334.291143516748         -4255.989061510132        -6334.594392998144        -4066.48431378878         97.82059462735197         138.2403339870216         
-1973.511374468653        -5551.975713548658        -8288.930446588958        4351.781523211626         -4238.239742871374        -6307.962128342799        -4107.676967899199        61.70911675743992         84.131615125807           
-1948.709060001725        -5559.005021835852        -8299.362639836909        4369.157567688453         -4220.379429719062        -6281.164197870705        -4147.824455333306        25.58197571808705         30.00146506013698         
-1923.873920645899        -5565.941644245759        -8309.655956932082        4386.418058715208         -4202.407855532598        -6254.200211932388        -4186.946053171414        -10.55145647266181        -24.13612817248213        
-1899.006443213191        -5572.785670142213        -8319.810531436466        4403.561763504345         -4184.324751871638        -6227.069778120291        -4225.060761920729        -46.68231733195717        -78.26793841249309        
-1874.107112096637        -5579.537187609531        -8329.826495013607        4420.587434453628         -4166.129848378419        -6199.772501274536        -4262.187292744493        -82.80222826998215        -132.381462983758         
-1849.176409312946        -5586.196283457568        -8339.703977435594        4437.493808881554         -4147.822872781253        -6172.3079834893          -4298.344056978764        -118.903270060895         -186.4648859693261        
-1824.214814544452        -5592.763043226092        -8349.443106589926        4454.279608757177         -4129.403550898074        -6144.675824120553        -4333.549157701185        -154.9779594092979        -240.5070431302302        
-1799.222805180761        -5599.237551189435        -8359.044008486555        4470.943540424065         -4110.8716066411          -6116.875619794911        -4367.820383135651        -191.0192265881924        -294.4973884320061        
-1774.20085635985         -5605.619890361035        -8368.506807264406        4487.484294318478         -4092.226762022241        -6088.906964419351        -4401.17520169614         -227.0203941220534        -348.4259621373785        
-1749.149441008791        -5611.910142497683        -8377.831625198276        4503.900544681426         -4073.468737158983        -6060.769449192274        -4433.630758490151        -262.9751564839389        -402.2833604197658        
-1724.069029883962        -5618.108388104185        -8387.018582705263        4520.190949264448         -4054.597250281193        -6032.462662616075        -4465.203873118488        -298.87756077433          -456.0607064487704        
-1698.960091610948        -5624.214706437313        -8396.06779835117         4536.354149029154         -4035.612017739099        -6003.986190510477        -4495.911038623279        -334.7219883481157        -509.7496228954114        
-1673.823092723876        -5630.229175510292        -8404.979388857057        4552.388767840064         -4016.512754011725        -5975.339616027893        -4525.76842144948         -370.5031373532256        -563.342205805151         
-1648.658497704513        -5636.151872096932        -8413.753469105402        4568.293412150859         -3997.299171716499        -5946.522519669641        -4554.791862298676        -406.2160061463364        -616.8309997836477        
-1623.466769020786        -5641.982871735585        -8422.390152146283        4584.066670683722         -3977.970981619786        -5917.534479304159        -4582.996877764672        -441.8558775487472        -670.2089744422701        
-1598.248367165084        -5647.722248733393        -8430.889549203479        4599.707114101519         -3958.527892648359        -5888.375070186448        -4610.39866265186         -477.4183039068012        -723.4695020481886        
-1573.003750692078        -5653.370076170017        -8439.251769680501        4615.213294672838         -3938.969611902197        -5859.043864979438        -4637.01209288674         -512.8990929211723        -776.6063363265712        
-1547.733376256161        -5658.926425901824        -8447.47692116641         4630.583745929573         -3919.295844668115        -5829.540433776943        -4662.851728942056        -548.2942942098598        -829.6135923616239        
-1522.437698648602        -5664.391368565499        -8455.565109441639        4645.81698231677          -3899.506294434832        -5799.864344128524        -4687.931819700985        -583.6001865713624        -882.4857275456015        
-1497.117170834274        -5669.76497358206         -8463.516438483755        4660.911498834772         -3879.600662909215        -5770.0151610662          -4712.266306696445        -618.8132659132825        -935.2175235253817        
-1471.772243988045        -5675.047309160233        -8471.331010472961        4675.86577067319          -3859.578650033509        -5739.992447133234        -4735.86882866727         -653.9302338155685        -987.8040690981434        
-1446.403367530889        -5680.238442300528        -8479.00892579768         4690.678252836675         -3839.439954004542        -5709.795762414957        -4758.752726378938        -688.9479866957408        -1040.240744009381        
-1421.010989165574        -5685.338438798499        -8486.550283060002        4705.347379762199         -3819.184271293809        -5679.424664571765        -4780.931047662423        -723.8636055469397        -1092.523203607532        
-1395.595554912055        -5690.347363248351        -8493.955179080891        4719.871564927613         -3798.811296669301        -5648.878708874603        -4802.416552629438        -758.6743462188751        -1144.647364312055        
-1370.157509142664        -5695.265279046609        -8501.223708905512        4734.249200451261         -3778.320723218843        -5618.157448242535        -4823.221719027191        -793.3776302144397        -1196.60938985314         
-1344.697294616737        -5700.092248395144        -8508.355965808412        4748.478656682404         -3757.712242375244        -5587.260433283082        -4843.358747699691        -827.9710359749733        -1248.405678242765        
-1319.215352515268        -5704.828332304838        -8515.352041298349        4762.558281782171         -3736.985543942777        -5556.187212335179        -4862.839568126292        -862.4522906289203        -1300.032849438983        
-1293.712122474943        -5709.473590598791        -8522.212025123474        4776.486401294896         -3716.14031612582         -5524.937331514666        -4881.675844012076        -896.8192621788476        -1351.487733667076        
-1268.188042622132        -5714.028081915283        -8528.936005276075        4790.261317709432         -3695.176245559182        -5493.510334763036        -4899.878978906709        -931.0699521044153        -1402.767360362486        
-1242.643549606451        -5718.491863711271        -8535.524067997292        4803.881310010256         -3674.093017340638        -5461.90576389886         -4917.460121832293        -965.202488358831         -1453.868947702489        
-1217.079078634139        -5722.86499226524         -8541.976297781919        4817.344633218047         -3652.890315064986        -5430.123158672563        -4934.430172902139        -999.2151187373092        -1504.789892695175        
-1191.495063501134        -5727.147522680345        -8548.292777382856        4830.649517919475         -3631.567820861179        -5398.162056824396        -4950.799788915465        -1033.106204598269        -1555.527761795471        
-1165.891936625849        -5731.339508887322        -8554.473587815592        4843.794169785921         -3610.125215430686        -5366.021994146082        -4966.579388914295        -1066.874214918003        -1606.080282020121        
-1140.270129081779        -5735.441003647342        -8560.518808362714        4856.776769080709         -3588.562178088934        -5333.70250454577         -4981.779159691214        -1100.517720660195        -1656.445332534582        
-1114.630070629777        -5739.45205855486         -8566.428516578046        4869.595470154731         -3566.878386809083        -5301.203120117047        -4996.409061237689        -1134.0353894445          -1706.620936685824        
-1088.972189750173        -5743.372724040528        -8572.202788290975        4882.248400929922         -3545.073518268066        -5268.523371211864        -5010.478832124703        -1167.425980496453        -1756.605254457536        
-1063.296913674552        -5747.203049373697        -8577.841697610478        4894.733662370418         -3523.147247895948        -5235.662786517438        -5023.997994807956        -1200.688339865126        -1806.396575324063        
-1037.604668417422        -5750.94308266521         -8583.345316929219        4907.049327940869         -3501.099249927618        -5202.620893137821        -5036.975860851933        -1233.821395891835        -1855.993311481841        
-1011.895878807554        -5754.592870869907        -8588.713716927363        4919.193443051903         -3478.929197457503        -5169.397216679703        -5049.421536067312        -1266.824154918722        -1905.393991437712        
-986.170968519189         -5758.152459789126        -8593.946966576565        4931.164024491794         -3456.636762497888        -5135.991281343246        -5061.343925557696        -1299.695697221905        -1954.597253934306        
-960.4303601029969        -5761.621894073265        -8599.045133143547        4942.959059844608         -3434.221616039809        -5102.402610017627        -5072.751738672188        -1332.435173158476        -2003.601842194708        
-934.6744750168           -5765.001217224228        -8604.008282193914        4954.576506893922         -3411.683428118005        -5068.630724382121        -5083.653493861057        -1365.041799514962        -2052.406598468573        
-908.9037336562033        -5768.290471597516        -8608.836477595556        4966.014293011933         -3389.02186787891         -5034.675145012356        -5094.05752343245         -1397.514856046881        -2101.010458863515        
-883.1185553848773        -5771.489698404679        -8613.529781522288        4977.270314533613         -3366.236603652826        -5000.535391492507        -5103.97197820872         -1429.853682197921        -2149.41244844615         
-857.3193585648114        -5774.598937715578        -8618.088254457049        4988.342436115272         -3343.327303029888        -4966.210982533317        -5113.404832081185        -1462.057673990726        -2197.61167659823         
-831.5065605862765        -5777.618228460429        -8622.511955195369        4999.228490077207         -3320.293632939982        -4931.70143609654         -5122.363886463005        -1494.126281078265        -2245.607332613989        
-805.6805778976704        -5780.547608431953        -8626.800940848421        5009.926275730075         -3297.135259737086        -4897.006269525707        -5130.856774639702        -1526.059003947885        -2293.398681525665        
-779.8418260351755        -5783.387114287412        -8630.955266846227        5020.433558684192         -3273.851849288389        -4862.124999684165        -5138.890966017745        -1557.855391270365        -2340.985060144798        
-753.9907196522399        -5786.136781550536        -8634.974986940681        5030.748070141752         -3250.443067067536        -4827.057143099781        -5146.473770271477        -1589.515037384757        -2388.365873307717        
-728.1276725489297        -5788.796644613496        -8638.860153208399        5040.867506170995         -3226.908578253526        -4791.802216117765        -5153.612341389147        -1621.037579912867        -2435.540590314224        
-702.2530977010756        -5791.366736738652        -8642.61081605361         5050.789526962064         -3203.24804783432         -4756.359735060862        -5160.313681618994        -1652.422697496193        -2482.508741549071        
-676.3674072893627        -5793.847090060473        -8646.227024210908        5060.511756064021         -3179.461140715866        -4720.729216398147        -5166.584645316514        -1683.670107648009        -2529.269915276353        
-650.4710127282015        -5796.237735587172        -8649.70882474797         5070.031779602345         -3155.547521837347        -4684.910176922393        -5172.431942694107        -1714.779564715747        -2575.823754597601        
-624.5643246944674        -5798.538703202561        -8653.056263067963        5079.347145476437         -3131.506856291729        -4648.902133936383        -5177.862143474675        -1745.750857946579        -2622.169954565034        
-598.6477531561395        -5800.750021667278        -8656.269382912229        5088.455362536522         -3107.338809452893        -4612.704605448991        -5182.881680450533        -1776.58380965126         -2668.308259441284        
-572.7217074008076        -5802.871718620765        -8659.348226362548        5097.353899739275         -3083.043047109444        -4576.317110380827        -5187.496852949422        -1807.278273460863        -2714.238460098219        
-546.7865960640338        -5804.903820582491        -8662.292833843501        5106.040185281759         -3058.619235605176        -4539.739168780798        -5191.713830209308        -1837.834132672055        -2759.960391547211        
-520.8428271576122        -5806.846352953464        -8665.10324412465         5114.511605712702         -3034.067041986738        -4502.970302053116        -5195.538654663658        -1868.251298675023        -2805.473930594104        
-494.8908080977708        -5808.699340017512        -8667.779494322749        5122.765505020769         -3009.386134159053        -4466.0100331961          -5198.977245139118        -1898.529709461029        -2850.778993612097        
-468.930945733111         -5810.462804942857        -8670.321619903611        5130.799183698895         -2984.576181048236        -4428.857887052844        -5202.035399967499        -1928.669328204414        -2895.875534426596        
-442.9636463726783        -5812.136769783101        -8672.729654684314        5138.609897784219         -2959.63685277343         -4391.51339057443         -5204.718800013768        -1958.670141915791        -2940.763542305824        
-416.9893158136983        -5813.721255478391        -8675.003630834835        5146.194857872571         -2934.567820826778        -4353.976073096506        -5207.033011622276        -1988.532160162227        -2985.443040052138        
-391.0083593694289        -5815.216281856876        -8677.143578880001        5153.551228107113         -2909.368758262659        -4316.245466629422        -5208.983489482838        -2018.255413851351        -3029.914082188276        
-365.0211818967218        -5816.621867635346        -8679.149527701025        5160.676125140104         -2884.039339896874        -4278.321106163145        -5210.575579418772        -2047.839954075869        -3074.176753233973        
-339.0281878237438        -5817.938030420628        -8681.021504537261        5167.566617067059         -2858.579242515145        -4240.202529987175        -5211.814521098786        -2077.285851015185        -3118.231166068086        
-313.0297811773635        -5819.164786710346        -8682.759534987592        5174.219722332535         -2832.988145092793        -4201.889280026488        -5212.705450674606        -2106.593192891451        -3162.077460371918        
-287.0263656106836        -5820.302151893731        -8684.363643011922        5180.632408606674         -2807.265729025239        -4163.380902194214        -5213.253403346258        -2135.762084977352        -3205.715801149461        
-261.0183444303548        -5821.350140252733        -8685.833850932569        5186.801591631534         -2781.411678369856        -4124.676946761872        -5213.463315856876        -2164.792648652394        -3249.146377320605        
-235.0061206239625        -5822.308764962538        -8687.170179435343        5192.724134036427         -2755.42568010051         -4085.776968747872        -5213.34002891893         -2193.6850205058          -3292.369400383817        
-208.9900968871807        -5823.178038092388        -8688.372647570941        5198.396844121322         -2729.307424374099        -4046.680528325553        -5212.888289573602        -2222.439351483539        -3335.385103144159        
-182.9706756510714        -5823.95797060628         -8689.441272755852        5203.816474607229         -2703.05660481134         -4007.387191251386        -5212.112753485286        -2251.055806076853        -3378.193738504197        
-156.9482591091801        -5824.648572363425        -8690.376070773375        5208.979721352764         -2676.67291879101         -3967.896529314254        -5211.017987172774        -2279.534561550769        -3420.795578313759        
-130.9232492446754        -5825.249852119072        -8691.177055774664        5213.883222035729         -2650.156067758973        -3928.208120807511        -5209.608470179141        -2307.875807209814        -3463.190912275983        
-104.8960478574299        -5825.761817524559        -8691.844240279344        5218.523554798754         -2623.50575755327         -3888.321551024012        -5207.888597181649        -2336.079743700218        -3505.38004690691         
-78.86705659101426        -5826.184475128073        -8692.377635176381        5222.897236857825         -2596.721698744688        -3848.236412775965        -5205.862680043836        -2364.146582345245        -3547.363304545637        
-52.83667695977783        -5826.517830375           -8692.777249724692        5227.000723072764         -2569.803606995149        -3807.952306940802        -5203.534949810957        -2392.076544513344        -3589.141022412659        
-26.80531037579931        -5826.761887608096        -8693.043091553671        5230.8304044783           -2542.751203433436        -3767.46884303377         -5200.909558650659        -2419.869861016807        -3630.713551714056        
-0.7733581758366199       -5826.916650067724        -8693.175166663714        5234.382606774729         -2515.564215050254        -3726.785639809386        -5197.990581740421        -2447.526771539706        -3672.08125678901         
25.25877835167921         -5826.982119892084        -8693.173479426594        5237.653588776913         -2488.242375112954        -3685.902325892734        -5194.78201910315         -2475.047524093068        -3713.244514298742        
51.29069793969393         -5826.958298117446        -8693.038032585726        5240.63954082031          -2460.785423600988        -3644.818540442269        -5191.287797392637        -2502.432374496886        -3754.203712454822        
