Orbiter1.MoonInertial.X   Orbiter1.MoonInertial.Y   Orbiter1.MoonInertial.Z   Orbiter2.MoonInertial.X   Orbiter2.MoonInertial.Y   Orbiter2.MoonInertial.Z   Orbiter3.MoonInertial.X   Orbiter3.MoonInertial.Y   Orbiter3.MoonInertial.Z   Orbiter4.MoonInertial.X   Orbiter4.MoonInertial.Y   Orbiter4.MoonInertial.Z   Orbiter5.MoonInertial.X   Orbiter5.MoonInertial.Y   Orbiter5.MoonInertial.Z   Orbiter6.MoonInertial.X   Orbiter6.MoonInertial.Y   Orbiter6.MoonInertial.Z   Orbiter7.MoonInertial.X   Orbiter7.MoonInertial.Y   Orbiter7.MoonInertial.Z   Orbiter8.MoonInertial.X   Orbiter8.MoonInertial.Y   Orbiter8.MoonInertial.Z   
-2317.018413972779        -5443.780250041629        -8128.218368883798        -905.9706016410055        -5772.506063861132        -8613.555795020366        5061.177634484498         -1253.897336110123        -1854.445196654182        -3408.489787161845        -4943.392010022537        -7383.041874712741        1795.052521566744         5595.434795117704         -8361.895009513712        -1434.301003233268        5676.638003011234         -8479.822204173601        5065.652329658464         3100.256031402678         -4635.630906438571        2834.853990079049         5237.887847947481         -7827.84951640034         
-2292.728223340702        -5452.11727192963         -8140.609933048778        -880.1964643272368        -5775.694154832978        -8618.234993737016        5048.220830512466         -1220.865788508614        -1805.065085245617        -3386.762195433475        -4956.317578599905        -7402.303074314492        1770.048219774209         5601.703907476913         -8371.268671344616        -1459.648369830975        5671.529936947278         -8472.180521131086        5056.442624256204         3124.452902480785         -4671.804850368935        2811.587165658333         5248.21882393636          -7843.293803232082        
-2268.398113437361        -5460.360219740716        -8152.860547672957        -854.4083834597259        -5778.792351182026        -8622.779521763674        5034.727933836999         -1187.704804038338        -1755.49338702744         -3364.96533861311         -4969.142415456474        -7421.413402932725        1745.014658998974         5607.880461345194         -8380.50396857044         -1484.972137276302        5666.330167923064         -8464.401699171693        5047.026265220324         3148.522015810129         -4707.787872771092        2788.268296819821         5258.45265217399          -7858.592902347329        
-2244.028609694564        -5468.509201277571        -8164.970373691467        -828.606775463777         -5781.800691735465        -8627.189437687484        5020.689796340419         -1154.415405755106        -1705.731676396856        -3343.099958568171        -4981.866699444596        -7440.373127176077        1719.952308887019         5613.96453518921          -8389.601017490088        -1510.271856450679        5661.038629909861         -8456.485639071005        5037.405747386656         3172.463704252383         -4743.580470973888        2764.897987745615         5268.589469266182         -7873.747016937356        
-2219.62023447422         -5476.564322991122        -8176.939570032177        -802.7920558277692        -5784.719214185083        -8631.46479841508         5006.097064039175         -1120.99869604758         -1655.781647437543        -3321.166790696458        -4994.49060774094         -7459.182511160179        1694.861636979622         5619.956206227711         -8398.559932538163        -1535.54707648496         5655.655255663441         -8448.432239793125        5027.583526311209         3196.278300972423         -4779.183142746013        2741.476838294941         5278.629410334339         -7888.7563479745          
-2195.173507118612        -5484.525689986069        -8188.768293623987        -776.9646391327115        -5787.54795508954         -8635.605659175781        4990.940171996757         -1087.455860993767        -1605.645120464062        -3299.16656402743         -5007.014315854525        -7477.841816519038        1669.743108752751         5625.855550435663         -8407.380826291337        -1560.797344723149        5650.17997672013          -8440.241398485232        5017.56201910165          3219.966139309981         -4814.596386104531        2718.005444071765         5288.572609022085         -7903.621094222617        
-2170.688944000038        -5492.393406026589        -8200.456699405273        -751.1249390817102        -5790.286949876172        -8639.612073524448        4975.209339155597         -1053.788174959249        -1555.324048928247        -3277.100001321785        -5019.437997634115        -7496.351302416762        1644.597187656022         5631.662642548559         -8416.06380947429         -1586.022206685768        5644.612723393482         -8431.913010471821        5007.343605227841         3243.527552657411         -4849.820699132717        2694.484396491374         5298.419197502255         -7918.341452246998        
-2146.167058569932        -5500.167573541636        -8212.004940331972        -725.2733685290877        -5792.936232843029        -8643.484093344567        4958.894563093738         -1019.997005450947        -1504.820526709198        -3254.967819169338        -5031.761825276189        -7514.711225559091        1619.424335151358         5637.377556066029         -8424.608990965789        -1611.221206032948        5638.953424769978         -8423.446969249431        4996.930627312133         3266.962874344143         -4884.85657980683         2670.914282846104         5308.169306483469         -7932.9176164245          
-2121.608361407198        -5507.848293630464        -8223.413167385792        -699.4103395094862        -5795.495837160619        -8647.221768850955        4941.985614712859         -986.0838182414882        -1454.136795807834        -3232.770728085321        -5043.985969332629        -7532.921840204886        1594.225010751121         5643.0003632562           -8433.016477804544        -1636.393884527046        5633.202008705528         -8414.84316648051         4986.325391899853         3290.272437525913         -4919.704525831708        2647.295686370009         5317.823065216828         -7947.349778953503        
-2097.013360266137        -5515.435666067817        -8234.681529582042        -673.5362632668403        -5797.965794873598        -8650.825148592587        4924.472032865553         -952.0501827789703        -1403.27525446986         -3210.509432605104        -5056.11059871834         -7550.983398177748        1568.999672055972         5648.531135159195         -8441.286375195021        -1661.539781995001        5627.358401821344         -8406.101491987909        4975.530170210681         3313.45657508052          -4954.365034484334        2623.629186302613         5327.380601502373         -7961.638129863743        
-2072.382560123675        -5522.929789309273        -8245.810173977836        -647.651550283088         -5800.34613690275         -8654.294279455149        4906.34311893121          -917.8977778992848        -1352.238465761242        -3188.184631377371        -5068.135880718881        -7568.896148877539        1543.748774792373         5653.969941591262         -8449.418786513124        -1686.658436290265        5621.422529499978         -8397.221833748685        4964.547198871413         3336.515619507933         -4988.83860246549         2599.915357951875         5336.842041695898         -7975.782857026032        
-2047.71646322601         -5530.33076049661         -8256.799245679576        -621.756610306853         -5802.636893046612        -8657.629206663696        4887.587931351125         -883.6283978573047        -1301.029166622175        -3165.797017255725        -5080.061980998318        -7586.660339291702        1518.472772849709         5659.316851148091         -8457.413813311839        -1711.749383254384        5615.394315881189         -8388.20407788828         4953.378680630572         3359.449902836117         -5023.125725758582        2576.154772756112         5346.207510715059         -7989.784146162128        
-2023.015569134819        -5537.638675462629        -8267.648887850984        -595.8518523819657        -5804.838091982703        -8660.82997378509         4868.195280135376         -849.2439586964319        -1249.650277426292        -3143.347277388835        -5091.889063606563        -7604.276214006939        1493.172118316972         5664.571931209008         -8465.271555326588        -1736.812156678163        5609.273683857871         -8379.048108674295        4942.026785055525         3382.259756531101         -5057.226899495872        2552.347998345213         5355.477132046188         -8003.642180854134        
-1998.280374772788        -5544.853628736513        -8278.359241720522        -569.9376848758548        -5806.949761269614        -8663.896622730303        4848.15372135544          -814.7465049739112        -1198.104912074457        -3120.836093309175        -5103.617290987342        -7621.744015220436        1467.847261519259         5669.735247940058         -8472.992110480875        -1761.84628826243         5603.060555071745         -8369.75380851017         4930.493649212396         3404.945511411934         -5091.142617831414        2528.495598600784         5364.651027750282         -8017.35714255416         
-1973.511374468653        -5551.975713548658        -8288.930446588958        -544.0145155078062        -5808.971927348175        -8666.829193756916        4827.45155163914          -780.1382168640266        -1146.396388652385        -3098.264141020321        -5115.246823985479        -7639.063982751337        1442.498651053844         5674.80686629808          -8480.57557489138         -1786.851307578429        5596.754849909223         -8360.321057929046        4918.781378329528         3427.507497570012         -5124.873373820476        2504.598133715714         5373.72931846953          -8030.929210593691        
-1948.709060001725        -5559.005021835852        -8299.362639836909        -518.0827513770928        -5810.904615542793        -8669.627725471044        4806.076802686308         -745.4214176582755        -1094.528240684565        -3075.632091082734        -5126.777821854688        -7656.236354052002        1417.126733825891         5679.786850033619         -8488.022042873257        -1811.82674202777         5590.356487496872         -8350.749735587189        4906.892046444642         3449.946044292068         -5158.419659305189        2480.65616025278          5382.712123433477         -8044.358562192967        
-1923.873920645899        -5565.941644245759        -8309.655956932082        -492.1427989911026        -5812.747850063199        -8672.29225482975         4784.017235826366         -710.598581687198         -1042.504229017097        -3052.940608698394        -5138.210442264797        -7673.261364219332        1391.731955083989         5684.675261694822         -8495.331606945343        -1836.772116801963        5583.865385697107         -8341.039718257554        4894.827697036453         3472.261479988054         -5191.78196480617         2456.670231202414         5391.599560465256         -8057.645372470171        
-1899.006443213191        -5572.785670142213        -8319.810531436466        -466.1950642931624        -5814.50165400526         -8674.82281714282         4761.260336641732         -675.6723426847602        -990.3283543649886        -3030.190353793892        -5149.544841309602        -7690.139246005972        1366.314758455163         5689.472162630467         -8502.504357834958        -1861.686954841483        5577.281461103878         -8331.190880823124        4882.590343640957         3494.454132121813         -5224.960779419722        2432.640896039811         5400.391745987639         -8070.789814450603        
-1874.107112096637        -5579.537187609531        -8329.826495013607        -440.2399526905065        -5816.166049352789        -8677.219446074887        4737.793309684261         -640.6455026218318        -938.0048705599038        -3007.381981102386        -5160.781173514028        -7706.87022983146         1340.875585979811         5694.177612993517         -8509.540384483029        -1886.570776794455        5570.604629037727         -8321.203096270183        4870.181970452861         3516.524327145948         -5257.95659072054         2408.568700781165         5409.088795029034         -8083.792059075786        
-1849.176409312946        -5586.196283457568        -8339.703977435594        -414.277869081925         -5817.741056978179        -8679.482173647208        4713.603073314924         -605.5210410333239        -885.5382985370234        -2984.516140244086        -5171.919591841754        -7723.454543793428        1315.41487814617          5698.791671744024         -8516.439774048864        -1911.423100974862        5563.834803541482         -8311.07623568151         4857.604532912752         3538.472390440234         -5290.769884669513        2384.454188039221         5417.690821229597         -8096.652275212371        
-1824.214814544452        -5592.763043226092        -8349.443106589926        -388.3092178854422        -5819.226696643804        -8681.611030239408        4688.676254701626         -570.3021248659934        -832.9334411009622        -2961.593475805741        -5182.960247702489        -7739.892413678637        1289.933073924607         5703.314396652626         -8523.202611914865        -1936.243443320214        5556.971897375653         -8300.810168229451        4844.859958280023         3560.298646252835         -5323.401145526441        2360.297897078053         5426.197936847224         -8109.370629661076        
-1799.222805180761        -5599.237551189435        -8359.044008486555        -362.3344030659064        -5820.62298700324         -8683.606044591288        4662.999185013206         -534.9921188750304        -780.1953985122673        -2938.614627418588        -5193.903290959308        -7756.184062973829        1264.430610801515         5707.745844303339         -8529.828981691157        -1961.031317348868        5550.015822013316         -8290.40476116896         4831.950146192437         3582.003417645115         -5355.850855767523        2336.100363867125         5434.610252763145         -8121.947287165414        
-1774.20085635985         -5605.619890361035        -8368.506807264406        -336.3538281624642        -5821.929945601965        -8685.467243804189        4636.557894853424         -499.5945965985884        -727.3295849382121        -2915.580229835396        -5204.748869935924        -7772.329712876963        1238.907924813044         5712.086070096819         -8536.318965220125        -1985.786234116807        5542.966487635626         -8279.859879830328        4818.876969212186         3603.587026439316         -5388.119496007246        2311.862121134676         5442.927878487913         -8134.382410420454        
-1749.149441008791        -5611.910142497683        -8377.831625198276        -310.3678963159764        -5823.147588878463        -8687.194653342769        4609.338109983044         -464.1133519401774        -674.3417458125041        -2892.490913006084        -5215.497131423966        -7788.329582307808        1213.365450578509         5716.335128253035         -8542.672642580903        -2010.50770217384         5535.823803126812         -8269.175387612166        4805.642273359234         3625.049793169077         -5420.207544924691        2287.583698420334         5451.150922167231         -8146.676160081261        
-1724.069029883962        -5618.108388104185        -8387.018582705263        -284.3770102963608        -5824.275932165037        -8688.788297036226        4581.325247384419         -428.5524113905849        -621.237976151082         -2869.347302152411        -5226.148220690375        -7804.183887918858        1187.803621333558         5720.49307181465          -8548.890092093759        -2035.195227519493        5528.587676069292         -8258.351145974011        4792.247878632072         3646.39203703258          -5452.115479193832        2263.26562212719          5459.279490587476         -8158.828694771597        
-1698.960091610948        -5624.214706437313        -8396.06779835117         -258.3815725298628        -5825.314989688806        -8690.248197079694        4552.504411729009         -392.9160469213384        -568.0247398715874        -2846.150017841326        -5236.702281484264        -7819.892844106129        1162.222868963014         5724.559952649404         -8554.971390324208        -2059.848313558192        5521.258012738486         -8247.387014428823        4778.69557951625          3667.614075848716         -5483.843773417844        2238.908415573023         5467.313689181174         -8170.84017109219         
-1673.823092723876        -5630.229175510292        -8404.979388857057        -232.381985126267         -5826.264774572337        -8691.574374035466        4522.860392315066         -357.2087895830628        -514.7088901665702        -2822.89967605735         -5247.159456044144        -7835.456663019751        1136.623624033644         5728.53582145297          -8560.916612087341        -2084.46646105402         5513.834718097991         -8236.282850535616        4764.987145481078         3688.716226015298         -5515.392900066945        2214.512599041045         5475.253622032993         -8182.710743629083        
-1648.658497704513        -5636.151872096932        -8413.753469105402        -206.3786499060952        -5827.125298834348        -8692.766846834216        4492.377660550657         -321.4354438430164        -461.2976909804274        -2799.596888273823        -5257.519885105081        -7850.875554574508        1111.006315826424         5732.420727751916         -8566.725830451818        -2109.049168084879        5506.317695794278         -8225.038509891747        4751.124321464798         3709.69880246988          -5546.763329420181        2190.078689829941         5483.099391884811         -8194.440564961784        
-1623.466769020786        -5641.982871735585        -8422.390152146283        -180.3719684276293        -5827.896573390521        -8693.825632776017        4461.040368065122         -285.6011026963824        -407.7988396426954        -2776.242261523133        -5267.783707905677        -7866.149726460513        1085.371372368827         5736.214719906158         -8572.399116743793        -2133.595929996227        5498.706848151516         -8213.653846125264        4737.108828348501         3730.562118652917         -5577.955529510189        2165.607202303203         5490.851100141241         -8206.029785671504        
-1598.248367165084        -5647.722248733393        -8430.889549203479        -154.3623420140502        -5828.578608053853        -8694.750747531303        4428.832345541596         -249.7111635863548        -354.2204907090636        -2752.836398465821        -5277.951062194887        -7881.279384153517        1059.719220466737         5739.917845111515         -8577.936540550902        -2158.106239354049        5491.002076166274         -8202.128710887104        4722.942363419148         3751.306486473128         -5608.9699660716          2141.098647938052         5498.508846875047         -8217.478554349043        
-1573.003750692078        -5653.370076170017        -8439.251769680501        -128.3501717804465        -5829.171411535353        -8695.542205141828        4395.737102372805         -213.7713451689342        -300.5712810635741        -2729.379897458741        -5288.022084239114        -7896.264730925352        1034.050285736143         5743.530149402271         -8583.338169726019        -2182.57958589746         5483.203279502166         -8190.462953843118        4708.626600821895         3771.932216274494         -5639.807102492254        2116.553535373518         5506.072730832559         -8228.787017602823        
-1547.733376256161        -5658.926425901824        -8447.47692116641         -102.3358586607355        -5829.674991444626        -8696.200018021453        4361.737827253557         -177.7877049576491        -246.8603563343931        -2705.873352622191        -5297.996908828965        -7911.105967854121        1008.364992634699         5747.051677653741         -8588.604070390807        -2207.015456490553        5475.310356484493         -8178.656422666158        4694.163192002175         3792.43961680599          -5670.467399767513        2091.972370458141         5513.54284943844          -8239.955320066569        
-1522.437698648602        -5664.391368565499        -8455.565109441639        -76.31980343465693        -5830.089354289987        -8696.724196956813        4326.817389835094         -141.7666578833596        -193.0973986751051        -2682.31735390611         -5307.875669286179        -7925.803293834528        982.6637644930161         5750.482473584532         -8593.734306939616        -2231.413335073827        5467.323204094719         -8166.708963027922        4679.553766137629         3812.828995192598         -5700.951316457504        2067.355656296975         5520.919298801513         -8250.983604407171        
-1497.117170834274        -5669.76497358206         -8463.516438483755        -50.3024067546794         -5830.414505479042        -8697.114751108078        4290.958343579478         -105.7149958037771        -139.2926559628104        -2658.712487155251        -5317.658497470198        -7940.35690558792         956.9470235456829         5753.822579758882         -8598.728942042682        -2255.772702614791        5459.241717964993         -8154.620418590814        4664.799930560243         3833.100656908413         -5731.25930864687         2042.703893298079         5528.202173719124         -8261.872011332278        
-1471.772243988045        -5675.047309160233        -8471.331010472961        -24.28406917292159        -5830.650449319044        -8697.371688009414        4254.142929966096         -69.63990799547173        -85.45697246131022        -2635.05933417342         -5327.345523784985        -7954.766997672326        931.2151909622771         5757.072037589096         -8603.588036649715        -2280.093037058192        5451.065792372334         -8142.390630999464        4649.903271168994         3853.254905751324         -5761.391829907312        2018.017579218416         5535.391567682789         -8272.62067959772         
-1446.403367530889        -5680.238442300528        -8479.00892579768         1.734808832057752         -5830.797189016943        -8697.495013569423        4216.353084217786         -33.54900265962351        -31.60182099635131        -2611.358472786917        -5336.936877185653        -7969.033762492472        905.4686868779972         5760.230887337588         -8608.311649993178        -2304.373813275335        5442.795320233156         -8130.019439872645        4634.865352833134         3873.292043819732         -5791.349331262318        1993.297209209297         5542.487572882732         -8283.229746015131        
-1421.010989165574        -5685.338438798499        -8486.550283060002        27.75382682828058         -5830.85472667974         -8697.484732071607        4177.570442730139         2.549670529202558         22.26066331571201         -2587.610476906906        -5346.432685184991        -7983.157390309556        879.707930424207          5763.299168118916         -8612.899839591468        -2328.614503013014        5434.430193097622         -8117.506682794483        4619.687719786481         3893.212371490197         -5821.132261154649        1968.543275861171         5549.490280213126         -8293.699345459056        
-1395.595554912055        -5690.347363248351        -8493.955179080891        53.7725844036031          -5830.823063314427        -8697.340846174629        4137.776352405781         38.64759680663701         76.11764774791664         -2563.815916590989        -5355.833073860093        -7997.138069251174        853.933339758747          5766.276917902287         -8617.352661252167        -2352.814574841614        5425.970301143476         -8104.852195306041        4604.371896012934         3913.016187397356         -5850.74106541567         1943.756269248028         5556.399779276573         -8304.029610874451        
-1370.157509142664        -5695.265279046609        -8501.223708905512        79.7906811388093          -5830.702198828221        -8697.063356912491        4096.951882113746         74.73577161232242         129.955565020995          -2539.975358103969        -5365.138167858589        -8010.975985320838        828.1453320961446         5769.164173513185         -8621.670169074961        -2376.973494102596        5417.415533170395         -8092.055810896592        4588.919385623289         3932.703788414423         -5880.176187237143        1918.936676971207         5563.216158389172         -8314.220673283533        
-1344.697294616737        -5700.092248395144        -8508.355965808412        105.8077165807917         -5830.492132028565        -8696.652263694676        4055.077836514727         110.8046747794142         183.7600747174292         -2516.089363977633        -5374.34809040546         -8024.671322407783        802.3443237375905         5771.960970635351         -8625.852415454632        -2401.090722855239        5408.765776594169         -8079.117360994802        4573.331673223845         3952.275469636021         -5909.438067144831        1894.084984202738         5569.939504584938         -8324.272661793075        
-1319.215352515268        -5704.828332304838        -8515.352041298349        131.8232902156888         -5830.192860623007        -8696.107564306207        4012.134772514473         146.8442436093464         237.5160230382753         -2492.158493069859        -5383.462963308964        -8038.224262296339        776.5307301007415         5774.667343813053         -8629.899451083998        -2425.165719822791        5400.020917440357         -8066.036674959963        4557.610224276796         3971.731524361356         -5938.527142974257        1869.201673728166         5576.569903620693         -8334.185703601164        
-1293.712122474943        -5709.473590598791        -8522.212025123474        157.8370014420652         -5829.804381219088        -8695.429254907591        3968.10301863034          182.8438448318047         291.2074009031639         -2468.183300622768        -5392.48290696711         -8051.634984675387        750.7049657494645         5777.283326452423         -8633.811324956449        -2449.197940337792        5391.180840338522         -8052.813580072834        4541.756485452701         3991.072244079493         -5967.443849848205        1844.287225989014         5583.107439980551         -8343.959924004186        
-1268.188042622132        -5714.028081915283        -8528.936005276075        183.848449543977          -5829.326689324225        -8694.617330034554        3922.962697580049         218.792245458113          344.8173004068958         -2444.164338320174        -5401.408040373935        -8064.903667147766        724.8674444232747         5779.808950823615         -8637.588084368967        -2473.186836286666        5382.245428515947         -8039.447901526757        4525.771884975271         4010.29791845521          -5996.188620156056        1819.342119124587         5589.552196880337         -8353.5954464034          
-1242.643549606451        -5718.491863711271        -8535.524067997292        209.8572336641228         -5828.759779345477        -8693.671782598045        3876.693752426654         254.6775825484656         398.3278696654597         -2420.102154344262        -5410.23848112562         -8078.030485239491        699.0185790667892         5782.244248062372         -8641.229774924373        -2497.131856053689        5373.214563791524         -8025.939462418406        4509.657832958648         4029.408835316368         -6024.761883534753        1794.366829013525         5595.904256272072         -8363.09239231181         
-1217.079078634139        -5722.86499226524         -8541.976297781919        235.8629527769663         -5828.103644589253        -8692.592603883764        3829.275976640041         290.4873319271719         451.7202661037736         -2395.997293431399        -5418.974345426483        -8091.015612408868        673.1587818589178         5784.589248171542         -8644.736440533976        -2521.032444463999        5364.088126569288         -8012.288083738589        4493.41572173727          4048.405280642095         -6053.164066851547        1769.361829314774         5602.163698848337         -8372.450881360535        
-1191.495063501134        -5727.147522680345        -8548.292777382856        261.8652056617138         -5827.358277260966        -8691.379783551791        3780.689048461427         326.2082758970791         504.9746082622733         -2371.850296927325        -5427.615748095268        -8103.85922005566         647.2884642419667         5786.843980023055         -8648.10812342001         -2544.888042725986        5354.865995832428         -7998.493584362761        4477.046926188705         4067.287538552308         -6081.395594188129        1744.327591508147         5608.3306040467           -8381.671031305275        
-1165.891936625849        -5731.339508887322        -8554.473587815592        287.8635908754222         -5826.523668464622        -8690.033309636143        3730.912569984925         361.826470021042          558.0699262288108         -2347.661702841535        -5436.162802570907        -8116.561477529933        621.4080369506555         5789.008471358975         -8651.344864117826        -2568.698088372796        5345.548049136589         -7984.555781041796        4460.552804049483         4086.05589129799          -6109.456886826287        1719.264584934528         5614.405050053785         -8390.752958032797        
-1140.270129081779        -5735.441003647342        -8560.518808362714        313.8577067259466         -5825.599808202358        -8688.553168544138        3679.926111396766         397.3272090640385         610.9841108341352         -2323.432045900947        -5444.615620918397        -8129.122552141052        595.5179100408714         5791.082748793357         -8654.446701478155        -2592.462015203084        5336.134162603586         -7970.474488392298        4443.934696224125         4104.710619252292         -6137.348363235011        1694.173276835558         5620.387113809469         -8399.696775567078        
-1114.630070629777        -5739.45205855486         -8566.428516578046        339.8471512449178         -5824.586685373972        -8686.939345055871        3627.709260839416         432.6949922108324         663.693861788779          -2299.1618576029          -5452.974313834915        -8141.542609166441        569.6184929184965         5793.066837813356         -8657.413672669325        -2616.179253220864        5326.624210914772         -7956.249518886994        4427.193927087617         4123.252000903012         -6165.070439058967        1669.054132392979         5626.276871011185         -8408.502596075472        
-1088.972189750173        -5743.372724040528        -8572.202788290975        365.8315221606463         -5823.484287776286        -8685.191822323308        3574.241680393301         467.9134877074976         716.1746349822206         -2274.851666267452        -5461.238990655402        -8153.821811860165        543.710194367959          5794.960762780916         -8660.245813179121        -2639.849228574531        5317.018067304685         -7941.880682845105        4410.331804781425         4141.680312845565         -6192.623527108051        1643.907614767537         5632.07439611759          -8417.170529874827        
-1063.296913674552        -5747.203049373697        -8577.841697610478        391.8104168709397         -5822.292602102505        -8683.310581869591        3519.503168691619         502.9654971042764         768.4005892154528         -2250.501997088955        -5469.409759358387        -8165.960321461724        517.7934225807257         5796.764546933584         -8662.943156816793        -2663.471363495133        5307.315603554074         -7927.367788422474        4393.349621503192         4159.995829776686         -6220.008037348482        1618.734185137597         5637.77976235305          -8425.700685437361        
-1037.604668417422        -5750.94308266521         -8583.345316929219        417.7834324159776         -5821.011613941635        -8681.295603588049        3463.473730704631         537.8329193186364         820.3445326951332         -2226.113372187072        -5477.486726571631        -8177.95829720443         491.8685851837217         5798.478212386253         -8665.505735715065        -2687.045076233509        5297.516689983546         -7912.710641601705        4376.248653790433         4178.198824489198         -6247.224376894825        1593.534302737171         5643.39304171101          -8434.093169396627        
-1011.895878807554        -5754.592870869907        -8588.713716927363        443.7501654509688         -5819.641307777609        -8679.146865741262        3406.133655245721         572.4967147771385         871.9778696800349         -2201.686310656994        -5485.469997577544        -8189.815896323824        465.9360892676486         5800.101780131983         -8667.933580331563        -2710.569780996826        5287.621195446583         -7897.909046182118        4359.03016279811          4196.28956786741          -6274.272950003069        1568.308424893825         5648.914304958365         -8442.348086553247        
-986.170968519189         -5758.152459789126        -8593.946966576565        469.7102122189244         -5818.181666988472        -8676.864344959846        3347.463600762509         606.9368699442712         923.2705477434502         -2177.221328619242        -5493.359676319116        -8201.533274066052        439.9963414151425         5801.635270043102         -8670.226719450875        -2734.044887883938        5277.628987322794         -7882.962803769828        4341.695394570503         4214.26832888322          -6301.154158065125        1543.057007065989         5654.34362163872          -8450.465539880533        
-960.4303601029969        -5761.621894073265        -8599.045133143547        495.6631685231405         -5816.63267384551         -8674.448016241513        3287.444689979806         641.1323625973891         974.1910061930539         -2152.718939268554        -5501.155865405046        -8213.11058369599         414.0497477289318         5803.078700872487         -8672.385180185753        -2757.469802819935        5267.539931511041         -7867.871713767439        4324.245580307354         4232.13537459285          -6327.868399603816        1517.780502880109         5659.681060076633         -8458.445630530157        
-934.6744750168           -5765.001217224228        -8604.008282193914        521.6086296998401         -5814.994309512549        -8671.897852949536        3226.058613956367         675.0611282676109         1024.706126277219         -2128.17965292251         -5508.858666115208        -8224.547976505477        388.0967138598353         5804.432090254268         -8674.408987978939        -2780.843927489754        5257.353892422514         -7852.635573363921        4306.681936624547         4249.890970134176         -6354.416070269275        1492.479364167288         5664.926687380881         -8466.288457837538        
-908.9037336562033        -5768.290471597516        -8608.836477595556        547.5461905905686         -5813.266554044618        -8669.213826811669        3163.287746100672         708.7000283267698         1074.781183903047         -2103.6039770692          -5516.468178406183        -8235.845601821289        362.1376450347307         5805.695454705041         -8676.298166604247        -2804.16665927069         5247.070732973865         -7837.254177524243        4289.005665809309         4267.535378724802         -6380.797562835971        1467.154040999696         5670.080569448182         -8473.994119327283        
-883.1185553848773        -5771.489698404679        -8613.529781522288        573.4754455146031         -5811.449386387074        -8666.395907918515        3099.115266661684         742.0248202737421         1124.379805693228         -2078.992416414636        -5523.984500916325        -8247.00360701303         336.1729460844217         5806.868809624342         -8678.05273816816         -2827.437391164043        5236.690314579813         -7821.727318978956        4271.217956070206         4285.068861660839         -6407.01326720076         1441.804981726556         5675.142770966748         -8481.562710718485        
-857.3193585648114        -5774.598937715578        -8618.088254457049        599.3959882411582         -5809.542784374498        -8663.444064722076        3033.525298164139         775.0101308437879         1173.463929320278         -2054.345472929315        -5531.407730971172        -8258.022137501015        310.2030214714468         5807.952169295866         -8679.672723110853        -2850.655511725665        5226.212497146451         -7806.054788213834        4253.319981781999         4302.491678315739         -6433.063570381666        1416.432633009957         5680.113355419773         -8488.994325929816        
-831.5065605862765        -5777.618228460429        -8622.511955195369        625.3074119616795         -5807.546724729531        -8660.358264034207        2966.50305219341          807.6294326453935         1221.993769174238         -2029.663645894456        -5538.737964588276        -8268.901336764073        284.2282753178733         5808.945546887815         -8681.158140207379        -2873.820404995407        5215.637139063852         -7790.236373459105        4235.312903725469         4319.804086140241         -6458.948856517469        1391.037439860112         5684.992385088641         -8496.289057084796        
-805.6805778976704        -5780.547608431953        -8626.800940848421        651.2093092618161         -5805.46118306159         -8657.138471024868        2898.034987847263         839.855025110417          1269.927788541012         -2004.947431947498        -5545.975296482677        -8279.641346347024        258.2491114328732         5809.848954454006         -8682.509006568725        -2896.931450425676        5204.964097198972         -7774.271860679088        4217.197869322408         4337.006340662309         -6484.669506868086        1365.619845670575         5689.779921056528         -8503.446994516591        
-779.8418260351755        -5783.387114287412        -8630.955266846227        677.1012720935105         -5803.286133865651        -8653.784649220324        2828.108982059435         871.6580206272774         1317.222679595114         -1980.197325127199        -5553.119820071675        -8290.242305868393        232.2659333404881         5810.662402934046         -8683.72533764274         -2919.988022808757        5194.193226888252         -7758.161033561249        4198.976012865794         4354.098695488006         -6510.225899815588        1340.180292252917         5694.476023211493         -8510.468226773024        
-753.9907196522399        -5786.136781550536        -8634.974986940681        702.9828917467676         -5801.021550520847        -8650.296760501369        2756.714511857688         903.0083368127816         1363.833352636517         -1955.413816918124        -5560.171627479955        -8300.704353027773        206.2791443070892         5811.385902154201         -8684.807147214946        -2942.989492203051        5183.324381930463         -7741.903673505556        4180.648455745351         4371.081402302603         -6535.61841086598         1314.719219871302         5699.080750249734         -8517.352840621432        
-728.1276725489297        -5788.796644613496        -8638.860153208399        728.8537588215113         -5798.667405289132        -8646.674765101285        2683.842848445318         933.8746959605487         1409.712936124764         -1930.597396294645        -5567.13080954412         -8311.02762361319         180.2891473689961         5812.019460827636         -8685.754447409388        -2965.935223858221        5172.357414579426         -7725.499559613556        4162.216306668575         4387.954710871796         -6560.847412651463        1289.237067276597         5703.594159678614         -8524.100921053236        
-702.2530977010756        -5791.366736738652        -8642.61081605361         754.7134631991939         -5796.223669313709        -8642.918621603865        2609.487262785391         964.2246327836183         1454.812789180403         -1905.748549764452        -5573.997455818055        -8321.212251508347        154.2963453599659         5812.563086555223         -8686.567248689273        -2988.824578139116        5161.292175536219         -7708.948468677525        4143.680661877253         4404.71886904398          -6585.913274933555        1263.734271740352         5708.016307819926         -8530.712551288656        
