Khon1.x		Khon1.y		Khon1.z		Khon2.x		Khon2.y		Khon2.z		Khon3.x		Khon3.y		Khon3.z		Khon4.x		Khon4.y		Khon4.z		Khon5.x		Khon5.y		Khon5.z		Khon6.x		Khon6.y		Khon6.z
6926.483402	3340.375491	-2666.386913	2920.808074	372.667908	-19179.840063	-125.110422	15917.764870	-11108.749367	-6172.852706	492.711383	-4594.934396	-49676.817791	52197.841148	-18971.277826	68091.745747	1676.387174	-47862.709899
6942.685794	3380.866846	-2695.349834	2934.099361	371.484021	-19172.998515	-139.182719	15913.764430	-11105.636237	-6183.937952	494.979060	-4648.338821	-49676.892534	52197.074408	-18964.646086	68090.924591	1674.354199	-47862.934102
6958.664464	3421.248962	-2724.225770	2947.383777	370.299153	-19166.110208	-153.254872	15909.725232	-11102.496011	-6194.789143	497.228069	-4701.566984	-49676.968544	52196.304846	-18958.012505	68090.103844	1672.320272	-47863.156388
6974.422145	3461.522133	-2753.015059	2960.661286	369.113308	-19159.175123	-167.326847	15905.647256	-11099.328676	-6205.409536	499.458622	-4754.619652	-49677.045820	52195.532459	-18951.377083	68089.283505	1670.285392	-47863.376756
6989.961520	3501.686657	-2781.718043	2973.931851	367.926487	-19152.193243	-181.398609	15901.530483	-11096.134219	-6215.802320	501.670922	-4807.497591	-49677.124363	52194.757249	-18944.739822	68088.463575	1668.249560	-47863.595208
7005.285222	3541.742838	-2810.335063	2987.195435	366.738692	-19145.164550	-195.470126	15897.374892	-11092.912626	-6225.970624	503.865172	-4860.201572	-49677.204172	52193.979213	-18938.100722	68087.644053	1666.212777	-47863.811741
7020.395838	3581.690985	-2838.866462	3000.452000	365.549925	-19138.089025	-209.541363	15893.180463	-11089.663884	-6235.917511	506.041571	-4912.732368	-49677.285247	52193.198351	-18931.459784	68086.824940	1664.175044	-47864.026355
7035.295906	3621.531409	-2867.312584	3013.701509	364.360189	-19130.966651	-223.612286	15888.947176	-11086.387980	-6245.645985	508.200313	-4965.090752	-49677.367588	52192.414663	-18924.817009	68086.006236	1662.136361	-47864.239052
7049.987918	3661.264426	-2895.673771	3026.943925	363.169485	-19123.797409	-237.682861	15884.675011	-11083.084899	-6255.158990	510.341590	-5017.277499	-49677.451193	52191.628146	-18918.172398	68085.187941	1660.096728	-47864.449829
7064.474323	3700.890357	-2923.950367	3040.179211	361.977816	-19116.581280	-251.753054	15880.363946	-11079.754628	-6264.459414	512.465591	-5069.293383	-49677.536064	52190.838801	-18911.525952	68084.370054	1658.056147	-47864.658688
7078.757525	3740.409525	-2952.142717	3053.407328	360.785184	-19109.318245	-265.822831	15876.013962	-11076.397154	-6273.550086	514.572500	-5121.139179	-49677.622199	52190.046626	-18904.877671	68083.552577	1656.014616	-47864.865627
7092.839885	3779.822255	-2980.251163	3066.628240	359.591590	-19102.008286	-279.892158	15871.625037	-11073.012461	-6282.433782	516.662499	-5172.815663	-49677.709599	52189.251620	-18898.227557	68082.735510	1653.972138	-47865.070646
7106.723724	3819.128877	-3008.276051	3079.841908	358.397037	-19094.651384	-293.960999	15867.197150	-11069.600537	-6291.113223	518.735768	-5224.323608	-49677.798263	52188.453783	-18891.575610	68081.918851	1651.928713	-47865.273745
7120.411321	3858.329722	-3036.217722	3093.048294	357.201528	-19087.247519	-308.029322	15862.730280	-11066.161366	-6299.591081	520.792483	-5275.663790	-49677.888190	52187.653114	-18884.921831	68081.102602	1649.884341	-47865.474924
7133.904915	3897.425123	-3064.076521	3106.247362	356.005063	-19079.796671	-322.097092	15858.224406	-11062.694936	-6307.869973	522.832816	-5326.836979	-49677.979381	52186.849612	-18878.266221	68080.286763	1647.839023	-47865.674182
7147.206706	3936.415417	-3091.852790	3119.439072	354.807645	-19072.298821	-336.164273	15853.679506	-11059.201231	-6315.952470	524.856937	-5377.843948	-49678.071835	52186.043276	-18871.608781	68079.471334	1645.792759	-47865.871519
7160.318859	3975.300941	-3119.546871	3132.623388	353.609277	-19064.753950	-350.230832	15849.095559	-11055.680236	-6323.841093	526.865015	-5428.685466	-49678.165552	52185.234105	-18864.949511	68078.656315	1643.745549	-47866.066935
7173.243497	4014.082034	-3147.159105	3145.800270	352.409960	-19057.162037	-364.296734	15844.472543	-11052.131939	-6331.538315	528.857212	-5479.362302	-49678.260531	52184.422098	-18858.288413	68077.841705	1641.697396	-47866.260430
7185.982710	4052.759038	-3174.689834	3158.969680	351.209696	-19049.523063	-378.361944	15839.810436	-11048.556323	-6339.046565	530.833693	-5529.875221	-49678.356772	52183.607254	-18851.625488	68077.027506	1639.648298	-47866.452002
7198.538553	4091.332295	-3202.139396	3172.131581	350.008489	-19041.837007	-392.426428	15835.109215	-11044.953374	-6346.368225	532.794615	-5580.224986	-49678.454276	52182.789573	-18844.960735	68076.213717	1637.598256	-47866.641653
7210.913043	4129.802147	-3229.508131	3185.285934	348.806338	-19034.103848	-406.490151	15830.368860	-11041.323077	-6353.505636	534.740135	-5630.412359	-49678.553041	52181.969054	-18838.294157	68075.400339	1635.547272	-47866.829381
7223.108168	4168.168940	-3256.796376	3198.432701	347.603248	-19026.323567	-420.553077	15825.589347	-11037.665418	-6360.461093	536.670408	-5680.438099	-49678.653067	52181.145695	-18831.625754	68074.587371	1633.495345	-47867.015187
7235.125878	4206.433019	-3284.004469	3211.571841	346.399219	-19018.496142	-434.615173	15820.770653	-11033.980380	-6367.236852	538.585584	-5730.302962	-49678.754354	52180.319496	-18824.955527	68073.774813	1631.442476	-47867.199069
